id,asr_transcript
110,"Mepa wo kyɛw, mefrɛ wo afa me adamfoni ama hɔ. Biribi asi no ne awia yi wo tee. Amas ha akoma si, yɛne no wosiane Silab pɔ yɛ yɛn practical. Nʼabonsɛm bɔ na baako mu hyehyɛ mmerɛ bi, hyɛ ne nsa mu. Ɛnyɛ dodo papa, ɛfa ne nsa ase fam no ho, nanso ne ho ahyehyɛ yɛ deden na ɔreka sɛ ɛyɛ no yɛ wo. Me din de Silom yɛne no yɛ Labmetis. Mepɛ sɛ menim adeɛ a, yɛbɛtumi ayɛ mma no si sei ansa na yɛde no akɔ klinik."
111,"Mepa wo kyɛw, mefrɛ wo firi Kumasi Akademi. Me din de wiridu. Me bi baa ho mprenpren wɔ Brak tiri me mu. Yɛn student baanu no wɔ Bikyikli so wɔ Sports Block hɔ, na wɔpɛ sɛ wɔbutu aba ama wɔnnya wɔn ho, na afie atu wo fam, na ne nsabuiɛ fam kɛse, ɔhunuu ne ho na ɔkasa akasa, nanso ne nsa ahyɛ wo na sɛ ɔpɛ sɛ ɔsesa no a, ɛyɛ no yɛ wo dodo. Yɛnsusu sɛ ne dɔmpe atwa, nanso yɛpɛ sɛ onipa bi mmra nhwɛ no."
112,"Mepa wo rekyɛ wo, me din de Isak, mefrɛ wo firi Adisadeɛ kɔlegyeha Kapekoas, Al-Hasan a ɔne Dropen Tari na ɔsane aba firi kurom. Na kaa bi bɔɔ Tari no ho faako a ɛbɛn sukoo Get no, ɔtuu fam. Nanso, ɔhɔyɛ no, ɛyɛ Skrapes kakra ne boresɛ bi wɔ ne nan nso. Ɔtenaa ase seesei yi, na ɔtumi yii ne nan no. Enti, yɛnnya yɛn ho yie sɛ ne dɔmpɛ atwa anaa biribiara a ɛyɛ hu te saa ara. Ɛnne yɛpɛ sɛ ɔkɔ hospital na ɔhwɛ no yie, ɛfiri sɛ a, ɛre saa ara."
116,"Me din de kwabena. Meyɛ student wɔ ɔpokuware, su wɔ wʼakumasi. Nne awia no, yɛn home economics practical mu no, me class mu baako, Bafor, ɔkaa ɔbɛntwo na ɔhyɛ no. Nʼatwo no kaa ne Siket mu hyio no wɔ ne yafunu ho. Ɛnyɛ den papa ne honam no anya bɔne kakra, ɛda mfiase sɛ ɛyɛ kɔkɔ na ɛwɔ ne ho kakra, nanso ɔreda so na Yesuro Ɔkyerɛkyerɛni no somee me sɛ me mmraka no ntɛm ara."
118,"“Me din de naa na me refoɔ ɛfa me adamfoɔ na akɔ kɔ hɔ. Wɔako akyedent wɔ ha bɔɔbɔɔ. Ɔsɛnsɛm fie msters no so firi soro flɔ a ɛwɔ dɔ me torreblɔ no mu na ɔpɛ ara ɔse ɔnante wo baabi na ɔkokoaa ne ba ne ne akyi ase yie pa ara. Ɔhunu ne ho na ɔtumi kasa, nanso ɔrekyerɛ sɛ ɛyɛ no yɛ wo pa a wɔ ne sɛnkɔ hɔ, na ɔhia nsamina a ɔbɔ mfasua no nso ɛhia wo yɛ wo. Yɛaboa no atena ase pɔ wo ɔfam ha bɛso fam so, nanso yɛampɛ sɛ ɛyɛ no yɛ wo pa a wɔ ne sɛnkɔ hɔ na ɔhia nsamina a ɔbɔ mfasua no nso ɛhia no yɛ wo. Yɛaboa no atena ase pa wo ɔfam ha bɛso fam so, nanso yɛampɛ sɛ yɛsesa no bebree, ɛfiri sɛ saa baabi a yɛka no koraa no ne anim de no yɛ wo na ɔde ani gye."
121,"Mepa woɔ kyɛw, biribi asi ha wɔ yɛn dɔmitɔre mu wɔ Wesley Gilson na mepɛ sɛ meka ho asɛm. Medi ndidi fa, mewɔ Hauser koro mu no, yɛn mmaa baanu hyiaeɛ, ɛfiri sɛ ɔbarima bi firi mfantipem. Wɔn nyinaa na ɛkɔ so kɔsi sɛ wɔde nsa bɔ wɔn ho wɔ korido mu no. Ɔbaa baako no de nsu bɔ Tlebo efuo ti nkyɛn na ɔtuu fam kɔhyiaa ɛpono no so, ɔhunuu ne ho. Nanso, ne kɔn yɛ den, na ɔka daa sɛ ne ti yɛ no yao paa. Sɛkyɛkyɛ. Yama ɔbaa a ɔbɔ no no kɔ nanso efuo nni ho koraa. Ɔhia obi a ɔbɛhwɛ no."
122,"Mepa woɔ kyɛw, asɛm bi a ɛyɛ den pa a aba ha prɛmpɛ kɔlegye, kum asi. Me din de asante, meyɛ sukuu ba. Me adamfo kɔgyɔ ɔrehwehwɛ sɛ ɔbɛtwerɛ aban a ɛwɔ akyiri no so wɔ anadwo a mframa atu aseɛ no, na ɔtuu fam pa ara ne nan nso. Ne nan no aseɛ akɛse na ɛnyɛ saa ara, na obiara na mogya bi nso wɔ hɔ. Yɛnsuro sɛ yɛbɛyi no, ɛfiri sɛ ne nan no hwɛ sɛ ne dɔmpɛ atwa yie. Mepa woɔ kyɛw, boa mmra ha ntɛm ntɛm."
123,"Mepa wɔ kyɛw, mepɛ sɛ meka biribi a ɛsi wɔ University of Ghana-Legon ho wɔ Hulls mu baako. Medindinii ama meyɛ student a mɛwie me so kuu, senior student bi yi abɔfra bi, Ibrahim, ama no kɔ mu na ɛyɛ den pa ara. Wɔkyekyeree no wɔ ne yafunu ne ne berɛ so daa daa, na ɔntumi ntena tete, na ɔkeka asɛɛ sɛ ɔpɛ sɛ ɔhomehome a � ɛyɛ no yaw. Mekɔgyeɛ no wɔ wɔn nsam, nanso ɔkɔ hɔ hospital. Mframa bi saa sɛ biribi ntim wɔ ne ho mu."
114,"Me din de na a, mefrɛfiri Tamale Technical University, me adamfo abenaa, ɔyɛ student wɔ ha ɔrekɔ Twakar-Pak a ɛbɛn ne din Eren-Block no, na Kampus Bus bi bɔ no faa no so, berɛ a, ɛredan. Ɔtuu fam na ne ti bɔ fam, ɛwɔ kotoku ketewa bi wɔ so, na ne kɔn yɛ no yao, nanso ɔhunu ne ho na ɔreka asɛm. Yɛpɛ sɛ yɛhunu sɛ ɛsɛ sɛ yɛfa no kɔ baabi na wɔhwɛ no yie anaa?"
115,"Mepa wo kyɛ wo, mefrɛ sɛ mebɔ amaneɛfa biribi a ɛsi ha wɔ Navargo Senio Heist oɔ. Me din de abenaa meyɛ ɔkyerɛkyerɛni. Yɛn so kuu no, me ntena nse Pikup no wɔ kɔmpɔn no mu na ɛbɔ yɛn pe ɔkyerɛkyerɛni baako, foseni, berɛ a ɔrekɔ so no, ɔho yɛ, na ne koro no ara nie ne kɔsi no yɛ no yao na ɛwɔ haw bi wɔ hɔ, ɔtease seesei. Nanso, yɛpɛ sɛ obi ba na ɔhwɛ no, ɛfiri sɛ ɔse yao no nkuro da."
124,"Mepa wo rekyɛw me Romate sɛ wɔ ateu fam ha wɔ yɛn Rom no mu wɔ Ahyɛsi University. Ɔtuu fam no ne ti nkyɛn bueeɛ disk no, ɛfa so, nanso seesei ɔhunuu ne ho, nanso ɔkyiri adwene na ne kɔn yɛ no yɛ wo. Bɛyɛ dua no mu na ɛha me ne kyeo no enti, ɔnnidi pa ara anaa so. Mete sɛ ɛno enti na ɛyiiɛ saa ogya a ɛwɔ ne ti so no ketewa na mogya nso ntu foro pa a, me din dii nhyira. Me ne no na yɛtena rɔ me mu. Mepa wo kyɛw. Obiara bɛtumi aba ho ahunu no anaa? Soma ambulankye mmara me pa wo kyɛw."
84,"Mepa wo rekyɛ wo, mefrɛ sɛ, mebɔ amaneɛfa atident a ɛsii akra ne kapɛ koas ɔkwan so no ho bɛn wo nneba fa baabi. Me nuabaa akua na ɔwɔ torotoro a ka afoforɔ bomu no mu na wɔabubu no wɔ ne nan nso ne nan no ahyɛ wo na ɔntumi nnante yie. Yei abɔfra ne mfeɛ bɛyɛ dunkuro na ɛberɛ a yɛreka saa ara yi, nnipa bi a wɔwɔ ɔkwan nkyɛn no reboɔ no. Medin dinnii na meretwentwɛ nkɔ ne nkyɛn saa ara yi, nanso mepɛ sɛ mefrɛ ɛkan na obi bɛba ahwɛ no."
86,"Mepa wo rekyɛ wo, me nana Gifti, kaabɔ no fam wɔ ɛkwan so ha ntakwa yi, ɛbɛn yɛn fie, ɔyɛ ɔpanin, na ka no bɔ no yie pa ara, ne nan dɔmpe atwa, na mogya potopoto retu firi no so. Me din de kwabena meyɛ ne nkɔnim ba. Mepa wo rekyɛ wo, ɔntumi agyina ase koraa.”Nna nna nna nna"
89,"Mepa wo kyɛw biribiara ayɛ Tamale, Borgatanga ɔkwan so. Walewalefa no ho abɔfra berɛ bi agyeman nnipa bi bɔ no, wɔbubuiɛ no yie wɔ ne tiri ne kɔn so. Me din de ama nkwa na meretra ɔkwan no so a nhunuu sɛ ɛyɛ saa enti mesiesiee mekaa no ho aseɛ mmoa no. Ɔhunu ne ho na ɔreka kakraakakra, nanso ne kɔmfa no rehuru na ɛbɛyɛ sɛ ɛyɛ no yɛ ɔpa ara. Yɛhwehwɛ obi a ɔbɛba anaa obi a ɔbɛkyerɛ yɛn biara a yɛbɛfa no kɔ no ntɛm ntɛm."
90,"Mepa wo kyɛw, biribi bɔne pa a aka abɔfra bi ha, me din de afia, na merefrɛ wo fa abɔfra bi hɔ, wɔfrɛ no Agyɛ yi, ɔreyɛ adwuma na mʼakyini bi hyɛ ne nsa mu, atwitwu no fefe pa a, na mogya pii repue, yɛwɔ ahem ɔkwan so, kokum half asini, abɔfra no yɛ meyɛ wo paa.mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm"
91,"Agoo mepa wo kyɛw boa me, me ba agyeman. Ɔyɛɛ adwuma wɔ kɔnsorotweɔn seti bi ha to mu na biribi duru a ɛte wo agu no, ɛbɔ no wɔ ne yafunu ne ne buruwa so. Yɛ abarimaa ketewa, nkɔ so mprɛnsa afe na wɔwɔ no na ɔwɔ yao pa ara, nanso ɔhunu ne ho. Ɔkan asɛm meyɛ pɛkyɛ nse ne maame, ne sikafoɔ, wɔn a wɔyɛ adwuma no nko ara na wɔfrɛ me sɛ asɛm no si. Ɔka sɛ ne buruwa yɛ no yɛ wo paapaabrɛ a ɔha mframa. Nanso, ne ho nni mogya a ɛfiri koraa. Mehu yɛn ho yɛ hu sɛ ebia ne dɔmpe bi atwa wɔ nʼase. Mepa wo rekyɛ wo, soma obi mmara boa yɛn, anaasɛ kyerɛ yɛn deɛ yɛnni so ayɛ, ɛfiri sɛ, yɛnim deɛ yɛnyɛ bio. Mepa wo rekyɛ wo, soma ambulance mmara to mu ha ntɛm."
92,"Mepa wo rekyɛ wo, mepɛ sɛ mekaa asɛm bi a ɛsi me nuabarima ketewa hɔ. Ɔdi ne kwame, ɔde mfeɛ aduɔkron bɛyɛ na ɔreyɛ adwuma wɔ konstruksyon seti bi wɔ akra Kapekoas ɔkwan ho we ne ba nkyɛn no, na biribi tu agu ne nsa so. Ɔka sɛ ɛyɛ no ya wo, nanso ɔtumi yi ne nsa ko kakraakakra, enti yɛnsusuu sɛ ɛyɛ den papa. Me din deɛ ɔfɔre, na mepɛ sɛ mehunu sɛ ɔhia kɔ klinik anaa yɛtumi hwɛ ho wo fie."
93,"Mepa awoɔ kyɛw, mepɛ sɛ meka biribiara aba ha wɔtu mu, me yɔnko a ɔte me boaboasomni. Ɔtuu fam wɔ kɔmpɔn no mu, ɔkraa na ne ti bɔ fam no so. Ɔhɔ yɛ ɔte ase na ɔrekasa akasa, nanso wabubu ne kɔɔ ho kakra na ɔka sɛ ɛyɛ no yɛ wo ho. Me din de Ibrahim, mete ne boaboasom na mehunu sɛ ɔyɛ dede no enti mebaa sɛ menhwɛ no. Yɛntie sɛ ɛyɛ kɛse papa, nanso yɛpɛ sɛ obi kyerɛ yɛn sɛ yɛnyɛ den ɛnnɛ."
94,"Me din de Suleiman a, merefrɛ sɛ meka ɔkra mo ho mfa me yɔnkɔ ɔpanin bi a wɔfrɛ no Bafoɔ, ɔkoe mu Akyedent wɔ aso kwa ha, na ɛnyɛ kɔ na ɛkɔeɛ, ɛwɔ faako a yɛtena haa.”"
95,"Yɛn din de akua, metu frɛɛ ɛfiri sɛ, biribi bɔne ada ɛha abɔfrabea. Ɔno din de afia na ɔbɛyɛ mfe dunum anom anaa dunum asia pɛ, na wɔahyɛ ɛkan ne kɔnn ne ne ti hɔ. Yɛwɔ bɔɔ gatanga, balku ɛkwan so, nʼaworɔngo fam akyi beaeɛ, na ɛhyɛ no ho nam wɔ ho yɛ hu papa na ɛyɛ no yɛ wo na ɔsu, nanso ɔhunu ne ho na ɔkasa daa. Mepa woɔ kyɛw soma obi mmara na wɔmmoa no ntɛm ara."
96,"Maakyɛ, mepɛ sɛ meka biribiara a ɛsi wɔ Tamale. Yɛnni ɔkwan so, Saveli gu biara a ɛbɛn no. Me din de Ibrahim na meretwam na mehunu abɔfra bi, agyeman, ɔtuu fam firii ne sikiri so wɔ ɔkwan so no, ne nan yɛ no yao kakra, nanso ɔhɔ te sɛ ɛsɛ, ɔtena ɛkwan ho na ɔtumi yi no kakraakakra. Obi wɔ ne ho seesei, nanso mepɛ sɛ meka mma mo amɔnhunu sɛ ebia obi bɛhwɛ no papa."
98,"Mepa wo kyɛw. Asɛm kɛse bi aba ha na mehiaa mmoa ntɛm ara. Me din de me mu no tu na mefrɛ hɔ fa abɔfra bi hɔ. Ne din de nnii kwee. Ɔtuu nsuo mu wɔ ketekirekyi ɛkwan ho. Beaa a ɛbɛn danban no, ɔkɔ ase wɔ nsuo mu na berɛ a yɛatwenaa no afi mu no, ɔnyɛ hwee koraa. Ne kɔn ne ne ti yɛ ho yie. Sɛ biribi nte so wɔ hɔ, abɔfra yi yɛ ketewa pa ara, na ne sta te yɛ bɔne yie siisi. Mepa wo kyɛw, soma onipa bi mmra ntɛm ara, ɛfiri sɛ, yɛnim deɛ yɛbɛyɛ no maa no ha."
99,"Mepa wo rekyɛ wo, mepɛ sɛ mekaa asɛm bi a ɛsi ɔbarima afunahyɛ bi hɔ wɔ ɔfɔrekɔron ha. Me din de kwa me na abɔfra no dinn de ɛpaeɛ a ɔyɛ me yɔnko ba, ɔnyɛ akɔkoraa. Sɛ sɛ ɔkɔnsorosɔn seti bi a ɛbɛn ha no na biribi tu no ti so na ɔtuu fam, wanyɛ nkɔnwɛti afi nanso ɔbrebre pa ara, na ne kɔn yɛ no yɛ wo denden. Enti, yei suro no pa ara a, yɛhwehwɛ obi a ɔbɛba boa, ɛfiri sɛ mpae no yɛ kɛse, ɛnyɛ ketewa asɛm koraa."
100,"Mepa wo kyɛw, biribi a ɛyɛ den pa ara aba na mehia mmoa ntam ara, me din de nnii la yea na mɛfrɛfa onipa bi hɔ a wɔfrɛ no agye yi. Agya no na ɔreyɛ adwuma wɔ ɛkwan so a ɛkɔ takorɛ de nko kape koas. Anomabo nkyɛn ho na ɔreyɛ nkonsorokyɛn adwuma wɔ hɔ no, equipment tuntum bi tuu agu ne nan so. Ɛyɛ hu pa ara, ne nan abubu pa ara na mogya potopoto retu firi mu. Akyekyereɛ�ɛ mu sɛ, “Yɛbɛtumi ato mogya no ano na ɛnante.” Nanso, ɛyɛ no yɛ wo pa a na yɛresuro no yie, mepa wo rekyɛ wo, soma mmoa mmra anomabɔ nkyɛn ɔkwan no so ho ntɛm ara mmirika mmra."
102,"Mepa wo rekyɛ wo nne awia yi, biribi sii balko wɔ ɛkwan so, Zebila nkyɛn, abɔfrabea bi, Araba, Tipa Truk bɔ no a ɔreyɛ ɛkwan so nantwi. Ɔtuu fam naa ne ti buiɛ fam, nanso ɔhunuu ne ho na ɔrekan nsam mogya kakra firii ne ho na ɔka sɛ ɛyɛ no yao ne kɔnhwene ho. Me ne pɛkyɛn sɛ ɔhɔ na metee ne a sii me pa wo rekyɛ wo soma obi mmara hwɛ no, ɛfiri sɛ ɔyɛ abɔfra na yɛmpɛ sɛ ɛsiane bi bɛba, soma ambulansɛ mmara ntɛm."
104,"Mepa wo rekyɛw, mepɛ sɛ meka akyedent bi a ɛsi ha wo. Yɛnni Senir Heistor. Me din de Isak na yɛn Sudens mu baako de la pragya bɔ no wɔ Sukonoo ntenanse no ho, berɛ a ɔrekɔsisi ɛkwan no kɔ mu anɔpa yi. Ɔyɛ abɔfra korɔ na ne nan no mu yɛ no yao nanso ɔhunuu ne ho na mogya refiri no koraa a ɛnyɛ dɛm. Yɛama no atena ase na obi wɔ ne nkyɛn siisi."
105,"Mepa wo kyewo. Me din de apaeɛ. Mefrɛ wo firi wo nneba senior heist or. Yɛn mmaa baako na didi. Ɔsuro wim wɔ Sakas a ɛbɛn Dormitore Block no ho na ɔtuu fam, na ne ti buea Step no nkyinkyim so. Ɔhunuu ne ho na ɔrekan, nanso ɔde ne nsa kyerɛ ne kɔn na ɔka sɛ ɛyɛ no yɛ wo kakra. Ɛnyɛ hu paa saa ara, nanso yɛpɛ sɛ yɛhwɛ ase yie."
106,"Mepa wɔrekyɛw. Merefrɛ afiri biribiara a ɛyɛ den pa a ɛsi Haw hɔ sene Ɔhaeɛsthor. Me din de Yakubu meyɛ ɔkyerɛkyerɛni wɔ ha. Yɛnsu kuu aduane Noa no, Elinam, ɔyɛ ɔpanin. Ɔrekɔtwa kɔmpɔn no mu kwan a ɛbɛn din nhoɔ no ho a Sukubas no sane kɔhyia no ntɛm na ɔtuu fam. Ne ti buiɛ fam den pa a na ne kɔn no ho yɛ hu. Ormes, nanso sɛ yɛfrɛ ne din a, ɔnyi so sɛ ɛsɛ mogya retu firii ne ti mu mepawoɔ kyɛw mmoa mmara ntam. Ɔyɛ opɛnnii na asɛm no yɛ den pa ara."
