id,asr_transcript
89,n daazuɣu bee kul o nyaŋ din be tama li ni bɔligi taŋa chɔɣu waliwali dili kɔɣili bia biɛla yɔɣili ajima ni bɛ dal o dal o ziɣu ziba o ŋun ni n nyaŋgbini mali nyɔɣu amaŋko m bila nnyaŋ di la kul yɛli ka n zani maa nsɔŋ o o nyi o maa yɛla bɛ kpɛŋ o guri kul kpaari kaɣala ŋa ka o nyaŋgbini dili bɛ kpaɣa yuli yuli ka yɛligu daa o ziɣi sɔŋ yimaama kul bela ni ti wa naɣa nyɛla ti ma ti naa o nyɛla yili ziɣu bala din be ti to
90,ndaa wuhim paɣa daa kɔŋ ka biɛla din ye ka n yuli nyɛ afia ka m bi ya ni biɛla din yɛ ajii yɔɣu o daa bi tuma ka masin daa nyɛ o nuu o nuu yɛla wuhim ka ziim bee o taɣa ti bi afi nyaŋzu doo la half asilisibu bela ka yɛligu daa o taɣa ka ti zuɣu su ndaa yi sɔŋ ti tɔsim yi pa yi tuma yi kpɛŋ o nuu ni ye wuhim taɣa ka yɛligu daa ka yɛligu
91,nyɛli ma bɛ kam biɛla ajeman o bi kɔnstrution site ka o di tuma tumo ka kɔɣim daa gbin o zuɣu ka o kpe o diɣindi ni pam chɛ o belala din o be kapi aweela shɛli ka o bɛrimi daa amaa o nyɛ zuɣu daa o bi golim be n yuli la patɛnchɛ ndi o naai yili o tuma nima fira maa ka o nyɛla ka din kpe o zuɣu o golim o bi yɛla ani o diɣindi ka yɛligu daa o zuɣu tooi ka o yuŋ tia amaa ziim ka bee o bɔɣim ti bɔrila nindɔɣu ka o wa ti sɔŋ kana tigbaŋ ni ti di bɔɣiri maa ka kara ti ko ni ka kɔɣim daa gbi o zuɣu ka o maa nyɛla maa ka ta yɛla
92,n daa m be yi ni nyɛli yin shɛli din kul n doo biɛla zuɣu o yuɣu di komi o di kolim pie awea wɔɣibu ni nyɛ o bi kɔnstrutiɔnsite ŋunkɔŋ akɔra kapɛkɔs nyaŋ zuɣu wunni ba saɣim ka shɛli gbini o nuu zuɣu o yɛra a yɛligu amaa o waɣidi o nuu kpaɣa kpaɣa ka ti nyɛ o yɛligu n ka daa ka bɛ ka chaŋ sana n yuɣu di o fɔri ka m ben nya yɛligu shɛli a din nɔɣili o bɔrila o tanyala yili baa ti waɣidi o sɔŋ yil koŋ
93,n daa m be yini n tɛribu ŋun saɣibu din kuli waa tiŋa tumo n yi dini ni o gbini o yili kpɛŋdia o kpɛŋda o kpahi yɛla zuɣu o tɔɣi wuhibu o chaŋda o zaɣa amaa naŋgbani o ni gbaana biɛla bi o ŋun ni o ŋuntali ŋɔ ni o yɛligu ŋɔ puuni mini ibrahim n yili bi o yili ti ŋɔ daa n lo nyi ndaam paɣirig nti nyɛ nkuli zaaka ni n wunni di zaɣa ti maa nyɛ ti ni kakan kpiɛŋda a amaa ti bɔri dɔɣi ti baŋda ni o to ti baabu ka ti naɣ soli
94,alo n yɛligu din suli mana nfirika n yɛli amo nyaba din ba foori o ti nindaan o kaŋ asidɛnt ka nyaŋ so ka din bee din ti nyɛ asoko ka ba maa o di bi kpɛ ni o ku o diɣindi ni o sibu yɔɣu ka yɛla din kpɛm sana ziim ka bi o so ka yɛla din kpɛm naɣa amaa o bɛr o pam ni o kubusi yɔɣu o ti nindaan ka ti bɔri la ti nyɛ di bi o maa yɛla ni
95,alo ŋim yɛli n yuɣi la akua nfiri ka yɛligu daa wuhiri kabia nyɔn yila kɔŋ o yuɣila afia o be ka pia anuwo pia ayɔbu na din doli ka yɛligu kpɛŋo o ŋun bia o kpɛŋ doli din yɛli ka a bɛri mi ti bi bɔligi tiŋa babu ku nyaŋkɔŋ naviri ŋɔ doli ni ka yɛligu ka din kuyaa paɣa o kul be o ti yɛli a nyɛ a nyɛla a be o laɣim gbuŋbu ndaa ti bɔri la nini o suŋ o yaɣa ni
96,alo ndaa ka nyantɔɣi bɛ yɛra ndaa ka shɛli kɔɣibu bɛ din bi yɛ ni di yɛla ni o gbe tama li yɛn di nyaŋ suhuri li saviligu baŋ doo ntɔɣi nyaŋ ibrahim kamaa bi nya ŋɔ din ni biɛla do ajiman o gbin o kaɣa biɛla kpiɔŋ nyaŋguu o tiŋyɛligu amaa ka o yɛla k bi zaɣi o daɣi nyaŋ dabili zoli ka o tiŋzaɣiri o daa daa ka taɣi nindabu do beeo ŋɔ bi amaa m biye ni yi nyɛ o yɛla ndaa u baŋ o bɔri la dɔɣi ti o na ni o mali
98,ndaa yɛla gbɛra na daa kpɛm diɣim ka m bɔri sɔŋ ka ka chani daa n yuli nyɛ memunatu ka m bi yɛ ni niikoe yɛla o gbini kom palika ti krachi nyaŋdali kutadambai o cpɛɣu kom pum ka ti daa bɔɣi o bɔri o ti sol naawuni o tiŋ yɛligu daa o ŋun nuu nuu yɛla nyɛ ka o ka bi zoli bia chɛmma la bela tooi ka o nyɛ yɛla wuhim daa diɣim ti di zoli ka ti ka ŋmani bi mi dɔɣiri o ndaa di firi ŋun kpɛŋ ka o ni daa wula ka ka chɛn
99,ndaa m bɔri yɛla kɔɣim biligu din kpiɔŋ zaŋ ka o nyaŋ kɔɣim din mbi yi o farikrom nyuli din bee komi ka sɔbu din yuli din bee apia o bee nyaba biɛla o nya biɛlatɔm o di tuma siŋ kɔnsttiun site din bi saɣim zaŋ ka bɛ kɔɣim yɛla gbaŋ zaŋ ka kpi o ŋun zuɣu ka o gbini o ti soli daa amaa o nya yɛligu ndaa o pam ti bɛ ziŋ ziŋ ka kpɛra yɛligu o daandaa m ba miri daa ŋun ni m bi tituɣi daa ti nyɛ ŋunnyin daa kɔɣim zuɣu yi sɔŋ ti ka ŋun be yima ni kɔɣim din kpɛŋ o zuɣu din nyɛ baabu biɛla daa o bɔrila sɔŋ ka yɛligu daa
100,n daa a yɛligu paɣa daa naɣ ka m bɔri sɔŋ tɔɣɔtɔɣɔ nyuni nya nii lariya ka n firi ni yɛla di paɣiri din nyɛla ajee yɔɣili o bi nyaŋ ŋɔn din bee takɔradi ni kapikuas kol anumabu saɣim bɛ tuma kɔnstruktiɔn koligu din ka tɔɣi kpihigu din gbuni o tiŋ zuɣu ka yɛligupaɣa daa o tiŋsiɣina ka ziim bee o paɣidaa ti kpahi doo o zuɣu ni ti maŋni ti pam o ziim biya amaa o yɛligu paɣidaa ka ti bɔr o yɛla na ndaa tilili sɔŋ pam nyaŋ din saɣim a numabu tɔɣɔtɔɣɔ
102,ndaa koligu din baɣu dim maa bi babiku nyaŋ so zɛblakɔm bila bia yɛla araba tipituruk dia o wɔbu o bee nyaŋ bɔri o gbini o ŋun kee saa kɔriti amaa o nyɛ ti soli ala a o bee yɛli din o bi yɛligu amao bee ti gbiri din o yuli bɔri ka yɛligu o din nyuli patɛnti m bi o naabu din nyɛ di maa ŋma ndaa bɔrila o nyaŋ ka o naabo kani yila chɛ nyɛ o hal bala o yɛla biɛla bia di ti bɔri boli baɣibaadiba suŋ
104,n daa m beeni nyɛli achidɛntiŋkeŋ ka ŋun nyɛ yɛndi siniɔr haischool nyuli di isa ka ti daliba yini dɛla praji daa chɛ o ka o bis chool ntransi nyaŋ din daa nti suŋ o waa shɛli di zaŋ o nyɛ o na guri o bia wula ka o tiŋ yɛligu amaa o nyɛ o maa yɛla ka ziim bee o paɣili daa ti daa wu chɛ o ti zaŋ o chɔŋ ka nindoli yini bi ni o bi ŋunnya
105,n daa n yulie nyɛ apia nfiri deei wunniba siniɔr haischool ti pɔɣi biɛla baŋ yini ni adidee o gbini tiiŋa zɔri bɔŋni kuligu dorimitɔri blɔk dali ka o kpiɛŋ ka o ŋun gbin tiiŋa zuli bɔŋ ni o nya viɣisim ka o gbilim amaa o yiŋɔ kɔrigu ka o yɛti o yɛligu daa too tooi ka yɛligu ka daa gbaŋ laamba amaa ti bɔri ntɔŋ ka ti nya sɔŋ
106,ndaa m bi yɛligu ŋun yɛla bɛ gbɛri paɣa daa maa bɛ zaa na koliba tuma yɛla n yuri bɛ yakubu maa nyɛ teechɛri bɛ doo ti suɣilo kɔguelinam o nya kpɛma paɣa o bi nyaŋdi ka o bi diniŋ hal do ka sool bu gbinsi saanaa ka kaɣila naŋ o ŋun kpɛm bumbɔɣu ka saɣim paɣa ka o nyɛ timbia nyɛ kaanyali gbaani o bee dirim amaa m bi yɛligu ka ti bi wuhi o o yuli zaɣa ka o ti ŋmaa ti nii saɣi ka ziim bie o ŋun ndaa yi maa sɔŋ yi bɔri zaa o nya kpɛma ka yɛla ni nyɛ paɣa saɣim
107,ndaa n firi ka bipu yɛlina paɣa wɔɣu o ka da kiligu wɔɣu ni usakampus nyaŋkpiɛm doo ka o gbini akɔra nyuli di amua n kul litara ka ndiri ka so yaa o kul firistyɛl studɛn o di mbe kaso o yɛlibu nyɛ ka o di bo nyaŋ ka lɛturis viɣilana ka o kada ti bu kiliŋ o gbini ka o ŋun nyɛ bunduɣu amaa o soli daa o pɛlim o yɛla o kpɛŋ solibo bɛn be doo ka ziin bie beeu ŋun kpɛŋ amaa o yɛla nyɛ o zoli o ni kpɛma vaɣu
108,alo n daa m bi ye n yɛla bɛ daa yɛli din kɔhi ka kapikust universiti din bi yɛla sulimana ka o bi ti kpiaŋ kum din pam so m mini poɔl pu ka o mɔɣinsi ka o ti zaa bi boli zaŋ k o daa kpiaŋ di pam ka bimba din bi zaŋ o din gbaɣisi nnyɛ kpɛku kpɛku no o zaŋ o vuɣim shɛli zaŋ k nfiri ma ka m bi yɛla shɛli yɛla din kɔhi sulimana o nyɛ o maa yɛla dana o ti so la o wuhiri buɣim ka o yɛligu ka o nuu bi yɛligu daa bimba din zaa o pɔɣim din be o zaŋ o la mmɔɣ shɛli ka din kɔhi ka yɛligu o nuu so ka ka yɛligu saɣim bɛla amaa nnyɛ ni dɔɣi ti shɛbim o yɛla a palli bɔri
110,n daa m beyɛni n fɔŋ ka m bi yɛlim o ni arima yɛla o nyɛ koligutɔŋ yɛndi palli ti ai ama sikumasi ti daa bi sanincti lab puu ti bɛ ti piraatikali tuma ka bunsambunar yini daa buɣisi o yɛm o nuu ka nuu palli din kɔhigu kura bee o nuu ŋuni daa kɔhig ŋmahimba palli ka yuli bee o daa ka o yɛlimda ka ka yɛligu nyuŋ salɔn maa be o labpuu tim m bɔri nnyɛ yɛla ti bɔri maa di tuma aniŋdi ka ti tooi nyɛla yili maa ti bɔri nnyɛ o sɔbiri dali
111,n daa m be yeni nfirila akumasi akadimi n yɛligu din wuri du bɛ zaɣiri bɛ simdi mpaɣa tolimbi ayi din be bɛ nuu sab sab o yɛligu din be bisikiliti ka bɛ paɣ bɛ bɔr o nuu ka afia gbini ka o nuu yuli pubua daatiŋ o nyɛ o mɔɣa o ti soli soli o bi gbaŋ daa yɛla amaa o nuu wuhibu la ka o ka yɛligu o ma wum be o nuu bɔro ti ku bɔri wula o nuu kpela amaa ti bɔrila dɔɣi ti din o paɣi ka o na o nyɛ afia
112,n daa n yɛlibu yɛla isa m bi fire kadiri adisadɛl kol liga kapikuas alhasan bee ndin biri kakpaabu kakaɣa biɛla o kuu wɔɣiri kapikuas buɣim ka a gbihi o zoli school gati kpɔŋ o gbini amaa o maa biɛri nyi o gba kpe so so la o tiŋyɛligu daa biɛhi nunyɔɣibu bee o tiŋ zoli o zaa chɛ zuɣu ni bi tuma o tiŋ so ti ti laɣim a o tiŋgbɛhi ni amaa o kpeɛla so o maa zilizilili zilili ti bɔrila ka dɔɣi ti nil o soli ka di pam ti nyɛ
114,n yuli dina n firi bee tamali techini kal univɛrsiti pu n di doo abina o bi situdɛnt la ŋani o bi kana kaɣa yili din bi eŋa neerim blɔk doo pu o daa na kana di o daa kpɛŋ o gbin ŋun diini ziim biɛla khaŋ bee chɛ na dinzuɣu o ka yɛligu ŋuna gbaŋu ka yɛligu din amaa o nyɛla o yɛlina li bi yɛla ti bɔri yɛla ti niŋda ti yaɣiri o nyɛla yili soli bɔ dɔɣi ti niŋ ti o tu o soli nni a sɔŋ maa yɛli ma o niŋdi pam
115,n daa n firi di kɔŋ yɛla din kpɛm ka din bee naviri ŋɔ siniɔr haischool ŋɔ n yuli nyɛ abina nnyɛ tiŋdaana ti sukuu mantinanse pikup dee o nyaŋa din bee kɔmpɔnd o laɣim din kpɛm wɔrib shɔpo o nyɛ ti pe tiŋdaan yini o dee o ni ka o bee nyaŋa o ka o ŋma o bi kani o ti soli daa ka o tiŋ yɛligu ka bruse bee din daa o chɔɣimdi daa ka ti bɔri ŋun yini o teo din bee nin nzuliya o barika o yɛli ka yɛligu o ti zoo
116,n yɛligu la kɔbina maadirisi kuu o pokuwara shoul kumasi pam boligu la ni do ti tuma homi ɛkonɔmisratikal bia yini nkolas pam o yɛligu la ba foori o kpinsi kaai yɛligu yɛm daa bɛndi la do pam ni o kpiŋkpam doo ni bia nyɛ o bisi yim daa o pam zuɣu chiɣil o zuɣu o pam bee o daa ka yɛligu bɛndi la ka yɛligu ka daa chaŋ saɣimla saha o paali nyalila bim la biɛŋ kabisi nyarila ni o tibiga amaa o bee yɛli li zaɣa ka ti mɔɣili saɣim karimla tuma maamni nkafiri n dini n yɛligu ka yi nyɛ
118,alo n yɛligu dinashibmɛ m bi yani ka n firɛka n yɛligu ndoona akɔrkɔri wala o kaŋ achidɛn kadiri boligu taŋa sanyɔri hai shool o bi yi bia wala yili so ŋun ka o kpiŋ ŋun sɔɣim ka o gbani ka kpiŋdaa ka ka yɛligu ka o tiŋdi ka wala gaha din bi o boli o maa ti soli o nyɛ o yɛla mmaŋ ŋma o yɛligu o bie yani ka diɣindi din bi o soli ŋun maŋ ka yɛligu daa o nyɛ o maa zoligu bee o bi daa di ti saŋ o ka o chɛ gbaŋkaa yili bia ŋun dabi ŋun ŋa ti bi yidaa o din o bi nyɛla bala kaadi maa o din ti di o o bali bali o maa tɔriŋ daa
121,ndaa bɛ nyɛ ka yɛl la nyɛ ka ŋunla ŋun ka m bɔri nyɛli yɛl la n yuli di jifa mbie kaia ŋun dali nyɛ wesli girisilana ti biela ayi nyɛla ka bɛ gari ka gbaŋ ka bingbaŋ ka sagbana a gbaŋ nyɛ gbini ka pam ka biɛla nyɛ bɛ ti bia nfanchipim la o nyɛ ka bɛ yɛlibaatia ka kuma sanyaŋ la nili biɛla nyɛ malika o daa gbani ifua ŋun tili ka watiri bɔti li k o gbini nyaŋda o ti soli kaa o nyila ka o ti ni soli ka ifua nyɛ li ŋun ka yɛligu daa kana kana ka o ŋɔ o ŋun kabili ti daa tum biɛla nkpela soli ka ifua mbi la sɔŋ o bɔri dɔɣi ti o nya o
122,n daa ka yɛlikɔhim paɣ yɛligu bee ni ka piram pehi kolaba kɔŋ kumasi ŋɔ mali yɛligu chɛla nnyɛ asanti shioul bia mpee kojo bɔri mali nyaŋdiibu ka kpɛŋ yi tuma ka saɣim ka nyu kumasi o kpɛŋti o ka o gbiniti ŋɔ yɛligu taɣim o tiŋgbali gbali ka ka kul o tiŋ ni ŋɔ o di yɛligu ziim bee o baŋ o nyɛ bɔri yi ŋɔ o ti soli chamma ka o tisaa ti ŋɔ daa kuli ka ti mela ma ka birituŋ yi ŋɔ ka ti mela kpe o ndaa bia daa naɣ ya kɔŋ ni tili ma
123,n daa m be yi ni nkoli yɛla bɛ gbini universiti ɔfgana lɛgɔn saha din koligu yiri doo nyulihi nnyɛ nia arima nnyɛ studɛnt bɛ ŋun yɛligu din kpɛm kpɛm sinia studɛnt doo bi nyɛ initiɛtiun biɛla ibrahim ka o nyaŋ gbara taɣitiba bɛ nyuɣi o pam ni o daɣindi taɣitiba lahibi ka bɛ kɔŋ o ti diri yɛligu shɛli ka kɔŋ o nyɛ o maa tɔbiritɔbiri o nankatari yɛligu o yɛla o yɛla o yɛligu bi o din beɛm niŋ nkɔŋ kpeŋ nzani ma amaa biɛla daa bɔri dɔɣi ti nyɛ o yɛla doo nyɛ ni ka yɛligu nyu o pam la na
124,n daa nruom mati sariwa gbini ka tiɣa ŋun kani yɛligu o din ashɛs universiti ni n kɔri o kpeŋ ka o ŋun nyaŋ li kpɛra disk saŋndaa so o daa ti yɛla ka o nyɛ daa yɛla shɛli ka saŋ shɛli o kponni shɛli ka o ti so o guri ni daa ka kpihim zaŋ o ka nyɛ o yikpamla ka o malimali o bi di ka bɛ di ka bɛ da nya zaŋ ka bɛ di ka bɛ da nya zaŋ zaŋ ayi din di la o ti di ka bɛ nyɛ o dazaŋ ka bɛ buli ka yɛligu ŋun ŋmanim li o daa bee shɛli ziim bee o li bɛ yɛla sana nyuli nyira mbe nyɛli bɛ room mati la ndaa dɔɣi ti kpe ni fire ka wo o nyɛ o la o ti saŋ o
