id,asr_transcript
75,alɔ nyemu ŋkɔ nyemame eye mefrɛ mi ɖe nu si ŋutɔ wu dzi nu vɔ aɖe wò wo kintãmpo ŋu le vɔ si yi tama le ŋu ame si xɔ nu vɔ la ŋkɔ nye wuiwreɖu srɔ ɖe ame wofo wɛ wofo ta kple ɖowu dzi ŋutɔ wowo vevie wu edzi wo le ɖo o ele akpɔ le ƒe gbɔ kɔkɔe eye dzi le gu le ta ŋu meɖe kuku nu vɔ si le eŋu la vɔ wu eɖi kpɔ ŋunye akpɔkplɔe na edzi ke wòava ɖe eŋu wò ko meɖe kuku mihã yeyii
77,alɔ meɖe kuku kpeɖeŋunye ivom elinam eye kɔfi yɔm nye ɖeviŋutsu aksident woame le takoraɖi kple kapekoas vɔ zi ɖe anɔmabo dzi akɔ ɖeka yi wuwe le vɔ te ɖevi la xɔ ene ɖe sia ee le ƒe ŋugbã ewu fuu eye yi nam le dzigbeŋɔ kple aboŋɔ dzi ŋɔ la gɔme gake mele fofo le tegbe o eɖo edzi eye ele yayra eyi nam kakaka eye nye mɔnu la eye megblɔ mi ƒe mile nuzadzrata fifi gbã ko
78,meɖe kuku nuɖoɖo aɖe wò afi si tetsiman eye meɖi kpɔ ŋunye ŋkɔnyenye efoa eye mefre wò afi yawo aseŋutsuŋutɔnye eya ewu fu egbeŋ di le ƒe tsi eye etsɔ ta ɖe fuɖofoa dzi blibo eɖo edzi gake eɖi gblɔm be dɔnye eyi nam eye etsɔm le ŋusẽ aɖe me meɖe wò egbɔ ɖe edzi abe ame si le nɔ ame nyuie ɖe nɛ o abe
81,alɔ meɖe kuku kpe ŋunye wlɔ sia xoxoe dzasikam vɔ dzi krazia ze ŋunye ɖevia me ŋutsu ɖevinyem mawuli mɔtɔ dzo le eŋu ewu fuu eye aleko asi eŋu eyi nam o ele ŋuŋlɔdzi le asi ɖe asi ŋu gake tɔtɔ ate ŋu ƒe nuwo to ale ko nyemboa teŋ nyewo fa meɖe kuku kpe ɖe ŋunye midzroa ma ɖe avakpɔ ɖevi sia elabena ɖevi la gblɔa nɔna nyuie be ale ko gake mele dzi na nɔtɔtɔ di o ɖevinye mate ŋu wo bɔbɔe na eŋu o meɖe kuku frɛa ambulantsi avakpɔ yi
82,meɖe kuku meɖi ɖe nudzadzra siwo wɔ ɖe afi sia wɔa sentral amɔa ɖevi sia nyɔa ƒe viwo ŋunye abɔboyaa dzea agbã ɖe eŋu le vɔ dzi afã kple afã o fafã ɖevia nye ɣeyiɣi ŋu ame eƒe ƒe le fu ewɔ sia ewɔ eve o etɔ vɔ gbɔ eƒe afo xɔ dzetsi ɖe nudzadzra sia me efufu le eŋu eye mate ŋu zu afɔ ɖe eŋu o ɖe xɔxɔ eɖo edzi nyuie eɖo edzi o gake eyi eŋutɔ nyuie eye miaƒe vɔvɔ le asi mi kpɔm nyemetɔ nye fatima meɖe kuku kpe ame aɖe dze ɖe míaƒe ŋu be wòadzrɔ mia alo gblɔ mía be miawo nu si gbɔna
84,meɖe kuku mefrɛ mi aɖe nu dzadzra si wowɔ le akrakaperkoas vɔ dzi xɔxɔ le wuinebaŋkɔ la gbɔ nɔvinyem akuana le trɔtrɔ dzi eye akɔ bubu ŋlɔ wo eye eyi nam le eƒe afo dzi afo la gblɔ eye mate ŋu zɔ le eŋu wo nyuie ɖevinyɔnu wonye abe ameƒe ɣeyiɣi ewɔ bɔbɔ ene sia ene ene abe nɛ eye fifia mewo le vɔ ŋɔ la le kpe ɖe eŋu nyemukɔ nye nii eye mele vɔ dzi kpɔ eɖe fifia gake mo woaɖe frɛ mi ɣeɣe be ame aɖe navakpɔŋu meɖe kuku kpe mi ambulamtsɛ vaa
86,nyɔnu me gifti memamanye akɔ ɖe eŋu afo katã ɖo ta kwa sia egbefia yeɖe nɔ fiha ƒe srɔnye eye akɔ nɔ aɖe eŋu vevie eƒe afɔoleti vɔ eye dzi le etsotso vevie nye kwa bena meyona menye meɖe kuku mate ŋu ze ɖe afo o eye eyi nam vevie enye abe eye edzi ku mieyi egbɔ vevie
89,meɖe kuku nudzadzra le tama le bolgataŋa vɔ zi walewale ƒe ɖoɖo aɖe devi nukɔnyawo aɖewo ɖo adzeman woɖo yi ŋutilã na eya eye wokpɔ ŋutsuwo ɖo ta kple do na mewo nyuie nyuie mia maŋkwa meƒle vɔ dzi hã eye mekpɔ nudzadzra sia eye medzɔgbɔna kpɔe ŋu eɖo edzi hã eye exɔxɔ gɔme aɖe le gake ɖo fomeƒe le etsɔtsɔ eye eyi nam be eyi nuie nyui meɖe kukukpea ame aɖeɖe ŋunye gblɔ mi aɖe fia mina ɖe ne akɔ dzi akpɔ asiwo dɔwɔlawo kabakaba
90,meɖe kuku nu vɔ ŋutɔ le hafi wò ɖe ɖevi ŋgɔ ji afi sia ŋkɔnye nye afia eye mefrɛ wo ɖe ɖevi ŋuti eŋkɔ nye ajei ele dɔ wɔm akɔŋkɔŋ ɖeka xɔ nɛ asi evɔ ɖam hã dji wòwu miele axim vɔ ji esɔ kpe ɖe hauf asini ji ɖevi la eyi ŋuneŋutɔ eye mietsɔ ei le eŋu meɖe kuku zi kpɔ ŋu mieko frɛ kpɔ mii elabena asi la susu nu kae hã evɔ nyunyɔŋutɔ
91,alɔ meɖe kuku kpe ɖeŋunye ŋkɔ nye nye patiente devinyea dzeman le nuɖoɖo ƒe dome le tumu eye nugbɔgbɔ ɖeka to ŋu ɖo ɖe eŋu ewɔta ɖo ɖe eƒe ɖeviŋɔ kple eƒe abɔ dzi ɖeviŋutsuwo nye asi me eƒe ƒe ene alo etɔ adre wo ene eɖo edzi egblɔ gɔme gake eyi eŋu vevieyeŋu vevie ame si efufu agbe ko eyi nam vevie gake dzi le etsotso ŋu keke o nugblɔgblɔ aɖeke le edzi o ŋusɔwo frɛ mi eƒe aɖabawo le konstruktion si te o domenye wofrɛ nyem be nudzadzra si wonye ɖo le eŋu mienya nu o be nubɔbɔ aɖeke vɔ le edzi abe leti vɔ alo nu bubu aɖeke meɖe kuku frɛ ambulantiemia alo gblɔ míam dɔwɔwɔ si míele wo ŋu wɔ fifia ame aɖeke nava kpe ɖeŋumitɔwo afo nyuie be mietɔ ŋlɔ eŋu
92,meɖe kuku meɖi gbɔ nu siwo wòwɔ na nɔvi ketia ŋkɔe nye kwame ene le ƒe wo bɔ ɖekaɖeka eme eye wole zu aƒe le konstruktion si te ŋu fifii le akra kaperkoas vɔ dzɔdzɔe kpɔ wuineba si gake nu ɖeka wui ɖo edzi nɛ asi dzi kwa megblɔ be eyinane asi o dzi gake etuo asi enu kakaka hã nenye vevie hã o nyemnye fori meɖi su be maɖo gɔme be eɖii kliniksaa alo megatã seŋu ɖona eŋu le fe o
93,meɖe kuku meɖi gbɔ nu siwo wɔwɔ afi sia tumu ŋutɔ la ɖekukuwò si nii ewu fu le agble ŋu eɖo fu dzi eye eta fufu ƒe ŋgɔ dzi eɖo edzi la ŋu etsɔ edzi ele abe ame si le ŋu ene eye etia gbe vevie nam le do la nyeme nyemnye ibraham mele ŋɔ si tso esia ko meva kpɔ ŋu gake manu nu ku me la miaɖoe bena xexea me mevɔ o gake miaɖi be ame aɖe agbɔ mia be miawo nɛ akple ŋgɔ
94,alɔŋ yɔŋnyem nye sulema na mefrɛ aɖe wo ŋlɔ ŋu ame ɖeka si le ŋutame srɔ ɖeka si wodo bafo akɔ kpe ɖe eŋu aksident ɖeka asɔkwa gbɔ ɖe afe si miegake esi wodo eƒe ƒe etsɔ asi ŋkuƒe eƒe ɖeviŋɔ kple eƒe dzizi anyienye ŋɔ woanɔ tɔtrotoŋɔŋɔŋlɔŋlɔ o dzi le etsotso o nujadza bubum di o gake eyi eŋu abɔ kple eƒe ŋkɔŋkɔŋɔ srɔ wo nye ne nyefia abe woɖo agbe nyui aɖe enɛ
95,alo ŋkɔ nyenye a kua mefre wò afi nyɔnu ɖevi aɖe ƒe nu vɔ siwoo le afi sia ŋkɔ ne wò ɖe ɖevi sia nye afia eƒeƒe le ɣeyiɣi ewɔ ɖeka gake eya nɔ esia kple esia ɖeka ɣeyiɣi tsi woyi ezi ɖe etɔ eɖo ɖo kple ta ƒe fofo dzi mienɔ bolgataŋabakuvɔ dzi ko navrɔŋɔ ƒe glo kple siwo gbe ɖe ezi eya hã nyo o edzi le dzidzɔ la ƒe ŋɔ dzedzedze le nu vɔ hã eyi ŋu ɖevi eyi nam ana yee gbe le ame le gake eɖo edzi fifia hã le gblɔgblɔ hãa meɖe kuku miahiã be ame ɖekaɖeka a va kpe ɖe ŋune vovovɔ dzro na mi srɔ
96,oshwie medina mi adze nyawo nudzadzra ɖeka woɖe tama le yɛŋdi vɔ dzi ɖasavelugu ƒe ɣeyii me ŋkɔnya nye ebrahem mele vɔ dzi le gɔme la mekpɔ ɖevi ɖekae adzeman ewu fu ɖe eƒe bitsikle zi vɔ zi eƒe afo yi eyi nam gake ka woɖo edzi nyuie ale se vɔ ƒe yi aɖe la ŋu le enu wotsɔ na eye wotu afo la geɖe geɖe ame ɖeka le eŋu fifia la gake maɖe mese mi ɖe eme abe maba ɖo ame aɖe nab
98,meɖe kuku nudzadzra gãa ɖe le afi sia eye medi kpɔ ŋunye tso fifia ŋkɔnye enye memunatu eye mekpɔ woo wole ɖevi ŋutsu ɖekawu dzi ŋkɔe enye nii kue ewu fu tsi tso ketekratsi vɔ ŋutɔ foli si le dambae kpɔ ele tsi me eye blibokpe ɖe wotsɔ eda le tsi me la eɖo edzi o kaka egblea me o dada ne miekpɔ edo la etɔ ŋɔ kple ta nye vɔvɔ kpem ele abe nu seɖedzi be nuɖuɖu le eŋu ene ɖevi la nye ɖevi kakla kpem nuti ɖekaa eyexɔle bubu kpem fifia miele egbo dada meɖe kuku xlãa medzo va ɖe afi sia ko elabena mienya seƒe nɔnɔme si wo le eŋu la o
99,meɖe kuku megblɔ na mi nu siwo wɔa fim ofori krɔm ŋkɔnyem enye kwame eye ɖeviŋkɔ enye apia eya nye kpɔɖeŋuŋutɔ ɖevi ele konstruktion si te kpɔ ɖe afim dɔwɔwɔ me eye nu ɖeka wui wui akpɔ eta dzi eye ewui fu eɖo ezi gake dzɔ vivitɔ kaakãa eye miekpɔ woŋu dzo le ame eye mieyi nu siwo wɔnae mieɖi be ame ɖeka ni woakpe ɖe ŋu mie efo gbɔ esi wowɔe sɔ ɣe sia ɣi fie o
100,meɖe kuku nudzadzra gakaka aɖe wo ɖe aƒe sia eye medi kpɔ ŋunye enumake ŋkɔnyenye nii la ria eye mekɔ ŋu la mele gblɔm ŋuti ametɔ aɖe si woŋkɔ adzei adzei le zu le vɔ si le takoraɖi kple kapekoas vɔ dzi xãa anɔ mabɔ gɔme eve le kplɔ wu fofo le aƒe ɖeka ŋu eye nuɖoɖo gã kpakaaɖe wuilɔ ji le eƒe afo dzi eye nya la gblɔ nyuie o afo la fo ɖoɖo kakaka eye dzi le etsotso dzo bebea miakpɔ bɔbɔe ɖi afo la dzi le miaɖo nu le dzi tsotsɔŋuɖoɖo me gake eyi nam tɔtɔ eye miaɖe gblɔm bebea eƒe ŋuti meɖe kuku zã hã meɖo ŋu yi vɔ la ŋu ɖo si le anɔmabɔ xa zi ɖokpei wokaka
102,meɖe kuku nudzadzra ɖe eve ŋu fifi yi egbe ɖe bauku vɔ dzi zebil la kpɔ ŋɔ devi nyɔnu ɖeka araba tipetruk ŋɔ ame efu eŋu gbã le vɔ te gake araba le vɔ teƒe le efu bena ewu fuu eyeava aɖe na ɖevi si elabena araba nyɔnu ɖevi me eye miadi aka o kpe ɖeŋu mia
104,meɖe kuku meyi ɖe ati ɖen siwo wowɔe afi sia yɛŋdi senio hãistso ɔ ŋkɔnya enye isa eye ame ɖeka le amesia aɖewo dome ɣeyiɣi ɖela prajia fuwɔ ɖo yɛŋɖi senio hãis tso ɔ ŋkɔme o eƒe vɔ ŋkɔ la gake efuagbe eye edzi fu di geɖe o devi ŋutsu atã woi eye eyi ŋu afo ŋunya miɖe ame aɖe kple we le afi sia fifia eye miɖe wɔe abe aɖewo abe esi ate ŋu wɔ ewefia
105,meɖe kuku nyeŋɔŋlɔnyea pia mekɔ fiafia le wineba senior haistsoɔ devinyɔnu ɖeka hã naa ɖeɖei ewɔ gloglo le kpa si le dɔmitɔri blɔk dzi hena ewu fu ewu ta ɖe kpaŋkɔŋkɔ dzi eɖo edzi eye egblɔgblɔ fifia gake ele dotso ɖe asi eye egblɔ be eyi ɖonam veveto xoxo ezɔ wo katã gake meyra ɖe mia ŋu aƒe kpɔɖenu si hena wò
106,meɖe kuku mefre ŋu edzi na esia le nudzadzra bubu aɖe si wowoe afi sia le hoseniɔ hais tso ɔ ŋkɔnyee nye yakubo menye ɖuɖua ŋutsu aɖe le suklu sia me ɖeviviwoƒe suklu si woo nuɖuɖu elinam nyɔnu srɔu le edzra ŋu le abotomegbe si le nuɖuɖu ƒe agɔ ŋutɔ la eye suklu akɔ la tsi vɔ abe wogbugbɔ ene eye efo ameɖe fu eta fu dzi le anyigba tso edzi geɖe eye efo ɖo la kpɔ abe egɔ ene edzi fu ame la gake eegbɔna wɔo eye dzi le etsɔtsɔ le efo ta dzi meɖe kuku miaɖi kpe ɖe wo ŋu mi avasiɖisidi nyɔnu la enye srɔo eye nudzadzra sia le dɔwɔwɔ bubu aɖe dzi geɖe kpe ambu lamtse ɖe ŋumi naa vɔvɔvɔ
107,meɖe kuku meƒle wo yeyewo ɖe nyɔnu ɖevi aɖe si wòmɔ tɔ okaɖa aɖe si a kra usa ƒe vɔ ŋgɔ ƒe gate gã ŋutɔ ŋkɔnyanye amɔa medo ŋɔli afi sia eye yaa nye mi ŋɔŋɔnyawo ƒe ŋɔlisrɔ ɖekaa me ewogbɔ agbame le leture megbe ebe aɖu vɔ fu gake okaɖa riɖaɖe asi eŋu ewu fu vɔ dzi eye taxɔ fu fe anyigba dzi gake eɖo edzi eye etɔ wo ɖo le ekpekpenu geɖe aɖe eye ta dzi le adzi aɖekekeke gake emegblɔe bo too
108,meɖe kuku meɖi gblɔ woosi wowɔ afi sia ɖeka pe koas universiti ame ɖeka le wo ŋu sulemanaa ɖii wu fu ɖe suimi poo tso ŋutɔŋu di sia eyi woyi ɖi xɔ nɛ kple ɣeyiɣi bubu ame geɖewo gake tsɔ ŋu ɖe dzeƒe ɖeka eye wotsɔ edo ɖe tsitsi vɔ ke kpeku enyae wodo asi le eŋu eye wòtsɔ evɔ ɖe agbadzima eyeyi nya mekpeɖe ŋunye abe mate ŋu wɔnuɔ sia ene sulemanao ezi fififia gake gblɔ b nam hafi le nɛ ke wotsɔ e le amewo ŋu ɖoɣi ŋutɔŋu di sia mele nugagã ŋu o gake miɖe be ame aɖe nava kpɔ ŋu nu kɔkɔo
110,meɖe kuku mekɔ wo fia nii ama ŋu nudzadzraaɖe wu eɖe ŋdi sia tee amas le kumasifia miele siense lab dzi mimenye eƒe lab mate miele ko wokpɔ be miawo aɖeke nane fo ake na mi abe mieɖe eɖe klinik dzi
111,meɖe kuku mefrɛ le kuma si aka ɖe mi ŋkɔ nye nye wuireɖu nudzadzra ɖeka wò emeƒe braatimeme ame tɔ ɖeka ɖe mia ɖeviwo ŋu le bitsiklẽ dzi ɖaa egbe spɔt blɔk ŋu eye wòyi dome ɖe ame dame ŋu woɖi ɖe ɣeyiɣi le eye afia eɖo fu akɔklɔ aɖeke me eye ebu ƒe asi dzi vovovovɔ edzɔna eɖo edzi eye gblɔgblɔ le ŋɔ gake eƒe asi fo ŋutɔ eye tɔ ɖe le eme egble be eyi nam tɔɖe le asi ŋusɔsɔ wòɖi ɖe nu ɖe ɣeyii miamɔ be ɣleti vɔ o gake miedi be ame aɖe avakpɔ ede akpe ɖem
112,meɖe kuku nyeŋɔŋlɔ nye isa mefrɛ mi le adisader kɔle ge afi me ɖekaperkoas alhasan le gbɔ le teƒe le ɖevi ŋɔ efu ɖe taxi drɔ pi zi le wo yi akɔ aɖe gbɔ la akɔ ɖeka wo taxi la ŋu kpɔ eƒe ŋɔ le stso o gategbɔ eɖu ɖe fu gake le nyuie nyuie bubu eƒe afo afo ɖekeɖeke kpe la nɛ abe skrape kple abɔ ɖeka le eŋu ene ele fo egbɔ le fifia kple eŋu ɖo afo ene ne nyeɣleti vɔ o megbe se be nudzidziliaɖe le enu o gake midi be ame aɖe ni kpɔɔ ŋu nyuie efoa eŋu le ɣeyiɣi aɖe evɔm vu ɖe akɔ ge la tso eye ele vevie ɖekeɖeke fifia
114,ŋkɔ nye nye naa mefre ɖe tamar le tetnikal universiti fofosia benaa student wofia le ka park si le enyineriŋ blɔk ŋutɔ dzi xɔ gɔme le akɔ si nye kampus bus la tso eƒe asi akɔ la dzukpi ve eŋu gake edzi vɔvɔ le ezigbãm eɖo fu eye eta bui eŋu fo sika ta la dzi le dze eye eƒo dom ɖo gake eɖo ezi eye etom mediba se be ehiã míadu eya ɖe asiwo aƒe o ka eya aƒe nyui woanɔm see edze eŋu nyuie
115,meɖe kuku mefrɛ ɖe mi hafi mekɔ nu siwo wɔɔ afi sia navrɔŋɔ senion haistso o ŋkɔ nyenye abenaa nye ŋutsu ƒe dofo aɖe egbɔ stroo ƒe maintenante pikule dodo le agbakɔ dzidofo o wɔshɔpŋu eye wokpɔkpɛ ŋutsu dofo aɖe fuseni abe ame si le dodo la ene edo edzi xexe o gake afo ɖe eyi nam kaka eye ame ŋu ɖeɖe aɖe le ɖe eƒe afo la dzi ele do fifia la gake medi ame aɖe va kpɔ nɔeƒe efiafiafiafiafianilea o
116,ŋkɔ nye nye kwa bena meyi sukuu opokuwares tso o le kuma si egbe ŋudi sia mido home ekonomik praktikal dzi eye david ɖeka le klas ŋunye bafo o wozɔfo afo ɖe gameɖe nɔɖi si woɖo fii ŋutɔ le tso yeyeyee eye ablɔ sia xɔ veve ɖe wo ŋu eye dzi tso wo abɔ fu asi si wova egbe o ɖo o agblẽ ɖekakukɔ le ele nye dze wo le ko eye wota ɖona kokoko ko gake mienya nane wole do nam dudɔla lɔ trɔ nam mi ko
118,ŋkɔnyem enye naa sɔ me mefo wò telefon sia afi si neva kpɔ naa akɔkɔ amefonye si wɔ aksident wɔ afi bɔ gataŋaa senior hais tso ɔ eɖo le stail dzi la eɖo le dɔmitoriŋɔ si le etame la ƒe stais dzi eye edzi bena ewu vɔ ɖeka yi ewu fu kuŋutɔ le ege dzi ma me kple ege megbe ŋu eɖo edzi eye etse ŋugbɔ gake egblɔ bena eyi nam wudukɔ le ɖevikpɔkpɔ ŋɔ gbɔ eye egate ŋu fuagbe le teƒewo nyuie o mekpea me ŋu na eya bena eɖo megbe dzi ŋutsu ɣeyii gake meɖe ŋu dze o bena mɔ eya wu elabena neke matsi ege ŋɔ ko la eya vɔ ta
121,meɖe kuku nudzadzra aɖe wo le ŋgɔyi fe me wosle girs ƒe dɔmitɔri me eye meɖi la wɔm adze hã nye ŋudzo dzifaa mele ƒe ɖeka me devinyɔwo eve le ŋgɔyi kɔŋkɔgbɔ wotsɔ nudzadzra ɖata le ŋutsu aɖe dzom faŋtsi pim si wodo wo aɖe wo eye nu ti woo ŋuɖoɖo le kɔrido me nyɔnu si kpɔ aɖe tso wòate bɔtle wo efoa ta dome eye efoa eɖo fua gbɔ fom eɖo edzi fifia gake eƒe do le gbagbã eye ele gblɔm be eƒe ta yi ŋunye ɖe tɔa me woɖe nyɔnu si wɔa nudzadzra la le ŋgɔyi gake efoa nɔ nyuie o mele ŋugbe be ame aɖe nava kpɔe
122,meɖe kuku nudzadzra gãtɔ aɖe wo ɖe prempe kɔlege afo fia kuma si nyem asante student ŋutsu aɖe si woɖe kɔdzɔnye eya gbɔ ɖe ɖeviŋɔ agbeve gbãa le zã gã si akɔ dzɔdzɔwoo to be eya ɖe agbeme fu gake wu fu srɔ le afo dzi hã afo la tia ɖe ŋkeke si mele mɔ o eyeeda gbe kpukpu na ema te ŋu si afo la o abe ɖe ɖeka o dzi le enu hã kakaa midza ɖe mieɖe asi le eŋu gake afo la ɖaŋku srɔ aneleti vɔi meɖe kuku ame aɖe nava fiafia afo sia
123,meɖe kuku meɖina woƒe nutɔ si wowɔ afi sia universiti ohana legon hawole ebrahem fresa ɖeka initiason wɔm eye nudzadzra gã aɖe woa woda eƒe ɖeviŋɔ dzi le gbegbegbegbegbegbe eye fifi aɖe ŋgɔ la efo asi ɖe eme eye mate ŋu ŋlɔ ŋutɔ ŋutɔ o ele gblɔm be eyi nam gbe sia gbe si eɖi fo agbe megblɔ ɖe eŋu eye mekpɔ woƒe nudzadzra la gake ɖevi sia le akpɔkplɔ ŋu dzi nudzadzra aɖe le wo me gake mese ɖe agbe o meɖi kpɔ ŋunye ablɔe ambulaŋtsɛ na wo
124,meɖe kuku fometɔ nyem sewa ewu fu afi sia ase si universiti yome mía dzo me efu ɖo le ŋɔ la me eye ta ŋɔgbɔ vɔ akɔxɔ kpɔm blim abe esi ewu fu la ene fifia la eɖo edzi gake ebu edzi oo ɖeɖe eye ɖo yi eyi nam ele exam dzidzi ƒe gɔme agɔ eve la me mate ŋu fu dzo wuii mate ŋu fu dzo wuii meɖi be woaɖe nyemnye ŋu sia va ɖom tala ŋɔ vɔ la ŋutsuŋutsu dzi le tsotso gake kaba nyemnye nyuie sira mele fometɔe nye meɖe kuku woanɔ avakpɔetɔ nyem
