id,asr_transcript
94,me din dɛ soloman a merefrɛ wɔ hɔ fa me yɔnkɔfo hɔ ɔpanyin bi a wɔferɛ no baaforo ɔkɔ aksidɛnte wɔ asokwa nye kakra na ɛkɔ wo yɛn fie hɔ na saa ara na wɔde no baa fie no ɔdɛ nsa kyerɛɛ ne buluwa no ne nkyɛn fam ɛnyɛ ne a ɛyɛ hu paa mogya retu no anaa biribi te saa ni ho nanso ɛyɛ no ya wɔ ne yafunu ho ne ne nnompɛ ho ɔpanyinn yi enti yɛpɛ se yehwɛ se no ho yɛ
95,medin dɛ akua merefɛrɛ ɛfiri sɛ bɔne bi asi afoforɔ abofra bi ho ha wɔfrɛ no efia ɔwo edunum anaa edunsia fisaa na ɔguu buruno ɛkaa ne kɔ ne ne tiri ho ntim no yɛwoborgatanga baku kwan so navorongo fam ho buonktew koraa amne ɛ hu paa yɛ ne a asu naso ɔda ho na ɔrekasa mepa wo kyew yɛhia obi mbara moa no ntam ara
96,marha mɛpa wo kyɛ wo mepɛ sɛ meka biribi a ɛsii tamaale yɛn de kwan so savilugo bia no nkyɛn medin dɛ ebirahim na merekɔ akwan no mu na nhunuu abofrɛ bi agyeman a ɔtuu fam fii ne bikyekelɛ so wɔ kwan so nenan yɛ no yawo kakra nanso ɔho yɛ nye koronn ɔte kwan nkyɛn na ɔtumi yi no seese obi wɔ no ho seesei nanso mepɛ sɛ meka wo hɔ wɔ sɛ ohia sɛobi bɛhwɛ no
98,mɛpa wo kyɛ wo biribi a ɛyɛ dɛn pa a na ɛsii ha na merehiaa mmoa ntam ara me din dɛ meɛmuna tu na merefrɛ wo ho asɛm bi faa abɔfra baako ho wɔfrɛ no nii kwɔ yi ɔtuu nsu mu fa kɛtakilakyi kwa no ho baabi a ɛbɛndam baeɛ hɔ ɔkɔ ase wo nsu mu na berɛ a yɛto no firi mu no wɔanyɛ hwɛɛ koraa ɔkɔn ne tiri no hyɛeɛ no suro pa a ɛtɛ sɛ biribi nye yɛ wo hɔ abɔfra no yɛ kɛtewa pa a na ɔkɛka ho yɛ dɛn pa ara seesei mɛpa wo kyɛ wo somaa onipa bi ntam ara ɛfiri sɛ yɛnim deɛ yɛbɛyɛ noo ama no ha
99,mepa wo kyɛ wo mepɛ sɛ meka biribi a ɛsii ɔbarima akɛkyewa bi hɔ wɔ afɔrekurom ha me din dɛ kwame na abusuabarima no din dɛ apae a ɔyɛ me nkoara ba ɔwo nkyɛn ara ɔreyee adwuma wɔ kɔnsturuktiɔn site bi a ɛbɛn ha no na biribi tuu fam bonuu kyiri so na ɔtuu fam ɔhunuu hwɛe deɛ nanso ɔwo o komfusu pa a na ne kɔn yɛ no yɛwo dɛn ara enti yɛn n ho suro no pa a yɛhwehwɛ obi a ɔbɛbaboa yɛn ɛfiri sɛ ndwuri no ho nhwɛ sɛkɛkɛ koraa da
100,mɛpa wo kyɛwo biribi tuntum pa a aba asi na meɛrehiaa mmoa ntɛm pa a me din dɛ nii laia na mereferɛ wo fa onipadue bi a wɔfrɛ no agye no na ɔreyɛ adwuma wɔ ɛkwan so wo takoradi kape koas hihwai no ho anomanabɔ nkyɛn ɔna ɔreyɛ kɔnstruktion wɔko hɔ na ekuipement tuntum bi tuu kɔhwɛ ne nan so ɛyɛ bɔne pa a ne nan no ayɛ krushe dɛn pa a na mogya reto no bebree yɛbɔbɔ ne a yɛahyɛ hu yi ho sɛ yɛbɛgyae mogya no tu nanso ɛyɛ no yɛw pa a na yɛsuro pa a ne ho mepa wo kyɛwo moma mmoa aba ntɛm paa wo ɔkwan no so anomaabɔ nkyɛn no
102,mɛpa wo kyɛ wo biribibaa ase yi akyiri yi bakurod so zebula hɔ ababaawa bi araba tiper turk bi bɔ no berɛ a ɔrewɔ ɔkwa no ho ɔtuu fam na ɔbuaa ne tiri wo fam nanso ɔte ho no a ɔrekasa na kutkakra bi wɔm na ɔkeka se no kɔnyɛ no yaw mene pɛkyɛ nsi ɔhɔhɔ bia nahwɛ deɛ ɛsii mɛpa wo kyɛ wo yɛhia obi mmara a nhwɛ no ɛfiri sɛ ɔyɛ abɔfra na yɛmpɛ sɛ asɛm bi baa no so frɛ oduoɛfo bi mmara
104,mɛpa wo kyɛ wo mepɛ se meka aksidente bi a ɛsii ha wo yɛn di sene haestol me din dɛ esa na yɛn studɛnti mu baako dela prɛgyeɛ bi hyɛ no wo stol ntranse no ho sɛ ɔregyina so baa mu saa anopa yi ɔyɛ abofra kumaa bi na nan yɛ no yawo nanso ɔhunu nadwene na mogya retu no koraa saa yɛama no tena ase na obi gyina nakyi seesei
105,mɛpa wo kyɛ wo me din dɛ apaea mefrɛ wo firi wineba senio haestrol yɛnomabea baako na dedee ɔhwɛɛ fam wɔ sarkase a ɛwɔ domitori blɔk ho no so na ɔtuu fam na ɔbɔ ne tiri wɔ step no ho ɔte hɔ n na ɔrekasa nanso ɔdɛ ne nsa so ne kɔn na ɔse ɛyɛ no yɛw kakra nyɛ sɛ yɛdɛ mpa a nanso yɛpɛ se yɛhunuu ade nyinaa yɛ ɔkae
106,mɛpa wo kyɛ wo mereferɛ wofa biribi a ɛyɛ hu pa a aba ha wo ho seneɔ haehye ɔ me din dɛ yɛkobu meyɛ ɔkyerɛkyerɛfo baako wɔ sukuu no mu yɛn sukuu nu ɔhyenam elinam ɔyɛ ɔpanyin ɔrekɔtwa kompɔn no mu bɛndine nhaw no ho na sukuu buu so no sane na akyi ntam paa maa ɛbɔ no otuu fam maa ne tiribɔ fam dɛn pa aa na ne kɔ no so ɛyɛ hu ɔrehom nanso sɛ yɛfrɛ ne din a ɔnyɛ so yie na mogya retu firi ne tiri mu mɛpa wo kyɛ wo yɛhiammoa mmara ntɛm paa yɛ ɔpanyinasituatin nyɛ hupaa
107,mepa wokyɛ wo merefɛrɛ faa ɔbaa aketewa bi hɔ waka no ɔkɛde bi ɛberɛ a ɔrekɔ sɛ wɔbɛtwam ɔkwan no wɔ ufsa kempus get no ho ha wɔ akra me din dɛ amo a meyɛ lekturewo ha na yɛa yɛ yɛn studente baako wo felistiyerum ɔrekɔ sɛ ɔbɛtwa swie ekyi no na ɔkɛda rider no bo no ɔtuu fam na ɔbuye ne tiriwoo fam no so nanso ɔho yɛ no ɔte ase na ɔreka no asɛm nso no kɔn yɛ no dɛn kakra na wɔataa ne tiri so nanso ɛnye yaw pa a sɛ yɛhununu
108,mɛpa awo kyɛ wo mepɛ sɛ meba so ka bɔne bi a asi ha wo kapɛ koas universiti ɔbarima bi a yɛferɛ no soleman aa ɔhwehwɛɛ sɛ ɔbɛbɔ wo wo sumin pɔlo no mu ɛda ndwuma ɛdi sum bi so wɔ ɛde yi awiaberɛ ɔkɔmu ne ne nnipa bi nanso ɔsrɛ agele kɛse na ɔkɔ ase kakra ansa na wɔtwe ne firi m kwakum na ɔde no kɔ pɔlɔ no ho enti ɔna ɔfrɛ me sɛ meba so ka adansi yi soleman aa ɔtɛ awarɛ prɛn nanso ɔka se ne nsã yɛ no yawo ebi wɔfam a wɔte ne nsã twe ne firi pɔlɔ no mu no ɛnye kɛsekɛse nanso yɛdwene sɛ ɛsɛ sɛ oduruyɛfo bi ba hɔ na wɔahwɛ no
110,mɛpa wokyɛ wo merefrɛ wo famenuanii ama hɔ biribi baa no so ne awiaberɛ yi ha tɛe ama aso wokum asi yɛwo senselab mu yɛ praktikal na bunsinbonabaakomu flarebaa ne nsã so nye dɛ papa ɛfa ne nsã ase fampɛ na ne ho ayɛ kɔkɔ na ɔreka se ɛyɛ ne yaw medin dɛ selom meyɛ ne labmat mepɛ sɛ menhunu nea yɛbɛyɛ arama ne ne sisi ansa na yɛdɛ no kɔ kilini
111,mepa wo kyɛ wo merefra wo fii kumasi akadami medin dɛ wirɛdu biribi baa mu wo brak timi mu yɛ ne nkurɔfoɔ mmienu no wo bikyikile so wo spɔrt blɔk nkyɛn na wɔne mmienu no hyiaa wo kwan mu sɛ wɔrebɛdwanee firi wɔn honam mu na ɛfiɛ tuu fam na ɔkɔbuaa ne nsa so yie ɔho yɛ ɔtee ase na ɔreka nanso ne nsa no ahoboa a na sɛ ɔbɛ so karii ɔkwan biara a ɛyɛ no yawo yɛsusu sɛ fra torene nanso yɛpɛ sɛ oduruyɛfo bi bɛba na wɔbɛhwɛ no
112,mɛpa wo kyɛ wo me din dɛ esa meferɛ wofiri adisader kolegye ha kapɛkoas alhasan resan a bafiri kurom wo dropin taksi mu na karbi bɔ taki noho bebi fa sko gate no ho otuu fam nanso no ho yɛ skrapiskakra no burisibi wɔ nenan so ɔtenaa ase seesei na ɔtumi yi nenan enti yɛwenesrfraktori bi wom anaa biribisaa kɛse bi te saara yɛhia sɛ yɛhwɛ no yie papa efsaskakrasaa daha
114,me din dɛ na merefera mu firi tamarle tekyinikal universiti mefrɛnd abɛnaa ɔyɛ student wo ha ɔrekɔ sɛ ɔbɛkɔ abokar park a ɛwo engyinerin blɔkhon na kampus bus bi baa nkyɛn no dɛ gyee no so berɛ a ɛredadan no otuu fam na ne tiribo fam na wɔayi krakut kakra wo ne tiri so na ne kɔn yɛ no yawo nanso ɔni nkwa ɔreka nsɛm yɛpɛ sɛ yɛhunu sɛ sɛ yɛde no kɔ hospital na wɔnhwɛ no yi anaa
115,mɛpa wo kyɛ wo mefeferɛ sɛ merekyerɛ adeɛ a ɛsi ha woɔ navolongo senir hastroɔ me din dɛ abɛna meyɛ teakyar yɛnsorɔ me ntenansepikup noo no ao ɔnanyɛ no ya abrsibi wɔ hɔ
116,me din dɛ kwabena meyɛ student wɔ opokuware suoɔ wokumasi ɛne awie yi yɛwɔ hoh ekonomiks praktikal mu na ɔbarima bi wɔ meklaesemu baafowɔ no ho kaa pɔthyɛbi a wɔayi fistovi so no ho na ɔgya hyehyɛɛ no kaa nekyi nehyɛ no yafunu ho nye kɛsepapa nahosam no yɛ bɔne kakra na ne bɔgye no yɛ sɔrena ɛtɛsɛyiɛ kakra nanso ɔresu na yɛn nyinaa wre teakyɛrɛ no sɛ mesɛ memerepɔt yeyɛɛ seesei ara
118,me din dɛ na hyeo me merefrɛ wo fame adamfo na akɔrɔkɔrɔ hɔ woahu aksidɛnte wɔ ha wɔ boogatanga senior hastrol ɔresiwo fam stals no so fi domitori blɔk no opim so noa ɔyɛ step faakosofo na ɔtuu fam na ɔkɔhwɛ famu dɛn wɔ ne nkyɛno ne akyi ɔte hɔ na ɔtumi kasa nanso ɔreka sɛ yɛ no yaw pa a wɔ ne mba ho na ɔntumi homyie ɛdɛ no tenaa ɔfam sɛ ɔpɛn no ho guan no guanka no na yɛampɛseyɛsesa no pii ɛfiri sɛ saa ɛberɛ a yɛda yɛ no nsa bɔ saa beae no saaa ara no okyinkyini na ɛyɛ no yaw
121,mepa awo kyɛwo biribi asi wɔ yɛn domitore ha wɔ wselɛ yi gels na mepɛ sɛ mebɔ repɔt me din dɛ azi faa mewɔ hɔsokoro pɛ no mu yɛn afanaa mmienu hyia a wɔyɛno mu ɛfiri bɔye bi fi mfrantipem a wɔne mmienu pɛ no ho nanso nokɔ fisikala wɔ koridoro mu afanaa foforo no bua a ɛfuara wo ne tiri nkyɛn wɔ watɛrebɔtele so na ɔtuu fam kɔkyee a ɛpono no so ɔhunuhunu nanso ne kɔn yɛ dɛn na ɔrekase ne tiri bɔ no yɛɔpa ara yɛsoma afanaa foforo no akɔ nanso efua ho nye koraa ohia onipa bi abahwɛ no
122,mepa wo kyɛ wo biribi kɛse pa ara na asi ha perɛmpee kɔlegye ha kuma asi me din dɛ asante ɔsudɛ nini medɔfo kɔdwo na ɔreyɛ sɛ ɔbɛforɔw ɔpɔn a ɛwo akyire no so wɔ anadwo no mu sɛ ɔrekɔ tan na ɔtuu fam fefe na nenan no so na ɔkɔhyɛ yi ara nye nenan no ahyɛ mu kɛkɛ a anka nyɛ saa a na ɔsusu na ɔntumi nyɛ no sen koraa mogye bi nsorɛtu yɛn suro sɛ yɛbɛyi no mu ɛfiri sɛ nenan no yɛfira tore pa ara
123,mɛpa wo kyɛ wo mepɛ sɛ meka nsɛm bi a ɛsi wɔ halbi mu ha wɔ universiti ɔf hana legon medin dɛ nii arma meyɛfina yal studɛnt senel studɛnt bi wɔ reyi ebrahim frɛhyere bi kɔmuna ɛkɔɛn paa rek no wɔ ne yfuunbu so a aafei b ne ho kɔase nantumi ayina te aɔsesɛnow berɛa pɛ  homuɔ kre amsmyaesrbria
124,mepa wokyɛwo meroma te sɛwa kolopuse ha woyɛ ne rumu wɔ ahyesi universiti ɔtuu fam na ɔbuaa ne tiri nifa so wɔ dɛskno ano berɛ a ɔkolopusi no ɔnyane ansa nanso ne tirini ho yɛ na ne kɔn yɛ ne yaw ɔrebɛyɛ ne adwuma wɔna sɛ ɛno na ɛbaa saara ne tiri so kut no kɛtewa mogya retu no kakra kakra medin dɛ ehyira meyɛ ne roma te mepa wokyɛwo obi bɛba na wɔahwɛ no
