id,asr_transcript,translated_en,injury_type,mechanism,severity,body_region,victim_sex,victim_age_group,location_description,first_aid,lat,lng,facility_name,facility_dist_km
39,alo ndaa m pɔɣa afia o asctudɛnt baŋ o sua mi kumasi doo ti yili kolim doo o bi ti ni kaɣidio bo amaa naawuni ni o ti soli o pam ni o diɣindi yɛligu daa o yɛsim ngban o di o yɛsim doo amaa o gbaŋ yɛligu o wubu ni o kuli bee nyi ajɛman m be o kolim ti yili n daa ti bɔri nnyɛ tuma bɛn ti bandi ti mali ni bim ba ko,when a woman from her mother-in-law knew that her husband had given her the right to marry a man with the same name as her father-in-law and not to lend her as her father-in-law.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"No injury or medical incident can be identified from the report provided. If someone has been harmed or is in distress, keep them calm and in a safe environment. Do not leave an injured or distressed person alone. Go to the nearest health facility immediately.",,,,
41,ndaa ndon yaawu o gbini achidɛnti la nyaŋ akɔra kumasiha wayi zuɣu ka bee nsawam saɣim maa yɛligu ndin ba foori o tuoi paɣa ninduu biɛla fira maa nyɛli ma o ni kaɣi yin tɔɣi o zuɣu ka o bi nyaŋ kuɣibu o nya kpiŋgu biɛla bee o di yaara pie ka naŋsim yini wala ayi ka o yɛli ma o diɣindi ka o ŋmahi yɛligu ka yɛligu saha ka o ti pɛlim nkpaŋ nnyu nnyu amaa o solim mbi yɛla o guri yɛla ndaa mbi yɛni saŋ maa o ni ka yi firi ambu lan chɛ wala kaɣi o doo nyɛla yili ka laɣim,"the man who was found guilty of murder and guilty of murder and guilty man's murder, including the one who was found guilty of murder and the one who was found guilty of murder, and the one who was found guilty of murder, and the other, and the other, and the other, and the other, and the other, and the other, and the other, and the other, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, and the last, the last, the last, the last, the last, and the last, the last, the last, the last, the last, the last, the last, the last, and the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, and the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, and the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the last, the",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report submitted does not contain any usable injury or medical information — it appears to be corrupted, looping, or incorrectly submitted text. No first aid guidance can be responsibly generated without knowing the nature, mechanism, or severity of an injury. If someone is hurt, please keep them calm, still, and protected from further harm while help is sought. Go to the nearest health facility immediately.",,,,
42,ndaa m be yini nyɛli ka bɛ yɛlibu bɛ ni kul bɛ maa saa din chɛ saviligu ndobihi fu seeni o tichɛma o bee yi bɛnkɔɣibu wɔribu ni kolim ninsala yumbalima ŋmali o ni be mbɔri o pɛli bɛ sur o gbinni bɛ dɛɣim o nuu din o gbini ngba bɔri ni hal bo o nuu nyɛ yɔɣimdaana o da wuhila o nuu ka yɛligu o kuri amaa o ti soli ŋun ni o be n yɛla mi tuma abubakar ninsaɣibu firi maa din yɛlibu chaŋ ndaa ka ninsaɣibu yi maa suŋ o bo o ti chɛ ma daa,"I was there when they said that they should just tell them that a spirit had gone out and that you should take his brother or sister-in-law and kill them and make them serve as men in his care, and they should put his hand in his hand and put his hand under his arm until he got tired of waiting. he showed him his hand and said that he was going to tell me about the horrible things that happened and the people were asking him to help them forgive me.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report provided does not contain clear or interpretable information about a specific injury or medical emergency. If someone near you is injured or unwell, keep them calm, still, and comfortable while help is sought. Do not move anyone who may have a head, neck, or back injury unless they are in immediate danger. Go to the nearest health facility immediately.",,,,
44,ndaa yɛla tiim paɣiko tuma ka bee yi dansumanka mpaɣi kpɛma ifua o gbini wuntɔko o yɛla bee ka daa o tiŋkpiŋ yini kɔŋ ka a nyɛ o tiŋ yi yɛla n zɔn daa o daɣiti ni o tiŋbi o bi diri gbini ka o ka kpɛm tiim ka n yuli naa nnyɛ o tintɔmbiɛla ka yi bi lali daa bɔri ɛfua kpɛma ka o ziimboo o o nyɔŋ yɛligu daa ka o bem ndaa yi sɔŋ yi ka nyu gbali ye yi bɔri sɔŋya yi ka m bi wuhi,"applies to medicine for the woman or to her husband's in-law, or to her former husband's in-law, or to her former husband's in-law, in-law and her husband's in-law and her husband's in-law and her husband's in-law and her husband's in-law and her son-in-law's in-law and her son-in-law's in-law's case and her son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law's son-in-law.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report submitted does not contain any identifiable injury information, mechanism of harm, or location details. It appears to be garbled, corrupted, or incorrectly submitted text rather than a community injury report. Please resubmit a clear description of what happened, who was injured, and where the incident occurred so that appropriate guidance can be provided. Go to the nearest health facility immediately.",,,,
45,alo n daa m bee pɔɣu abigaili o bi huhi jɛsika nyaŋ so natrotu yi o nuu ŋun dali o bia pɔɣ o tɔɣ shɛm piini ayopɔin maa bi ŋko o n yɔɣiri hadija ka yɛligu bi o ŋun zoli ka o ŋun ŋani bɛn yɛligu biɛɣu bi o so amaa o nyɛ o yɛla o kul o zaɣa ni ti doli ti bi o subu din ni o nyɛ o maa kpara amaa m bɔri yɛligu ni o be ka yɛligu ka gbaŋ,"or if a woman gave birth to a baby, she didn't tell a fool that she had given birth to him/her son-in-law what she had said, but she didn't say, “I only saw him when he was speaking to him so he was no more, but she kept quiet and did not say, a letter.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report submitted does not contain any identifiable injury or medical emergency information. No structured first aid guidance can be provided without knowing the nature of the incident. If someone is injured or unwell, please keep them calm, still, and comfortable while help is sought. Do not move an injured person unless they are in immediate danger. Go to the nearest health facility immediately.",,,,
46,n daa ka yɛla kolim paɣa kɔhi ka m bɔri n yɛla ni n du a amuni tari bɛn naŋ dɔɣi o hohoi jasika nyaŋ sɔɣim niriba naŋnyuo bɛn nan nyɔɣi o ŋun ka o timtim yɛligu o daa amaa o nya tibi la ka o guri yɛligu daa n da ŋɔ ka yɛla ka ŋɔ tooi n yuli di abubakar n naŋ be ndua chɛ shɛli yɛla nan dɔɣi ti bɔri nira ni o ni ku sɔŋ ti kana ti yɛla ka ti bɔri nnaŋti yɛla ka ti di bo na ti bɔri naŋmalli barika o nyɛ o maa ŋɔ tio,"I didn't have anything to do with my problems, but I wanted to come to my aid so that he would not come and save his people who had just come to his aid and who had been sent to his aid and who had been sent to his aid and who had been sent to his aid and who had been appointed to his side.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report submitted does not contain clear or usable information about an injury. No injury type, mechanism, victim details, or location could be identified from the text. If someone is injured, please keep them calm, still, and comfortable while awaiting help. Go to the nearest health facility immediately.",,,,
47,n daa m bɔri koli adi pam yɛla m bi afim ŋɔ n yuli din fɛlichia ka n gbini yiri pam bɔɣu yini m bee nya kama bɔɣu di chaŋ ŋɔ ka n tiŋ ŋɔ yoli ka n nuu di yɛligu amaa ka yɛligu ŋɔ bɛ ti gba soso yɛligu kura ni tɔɣi biɛɣa bi o yɛra n gaa zee n nuu yoli yoli ka ka nyɛ di tɔɣu la din kpiɔŋna,I wanted to eat a lot of food because I don't know what my name is like so much that I am bound with one stone or with one stone and I have seen that my name is,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report provided does not contain enough clear information to identify an injury or medical emergency. If someone is hurt or unwell, keep them calm, still, and comfortable while help is sought. Do not leave the person alone if they appear confused or distressed. Go to the nearest health facility immediately.",,,,
49,ndaa atidan pɔhim buhii jɛsika nyaŋ so din ka yɛli tooi beɛla din bi yɛligu salom o ni abɔboya so ka aboboyaa nogbini nyaŋ so zuɣu meya yɛligu suli mana kam ni gbeeŋa lala a yɛlikɔhi ni bia noti soli waa o nyɛ o maa yɛla ka o gbeya yɛlim amaa o berila diɣindi ni pam yɛligu bɛ lala o yɛlim naawuni o kul ti kpɛla bɛ kani nti gbal o amaa nyɛligu ka dɔɣi ti bɛn wula o paɣa,"the wind blew and the flood blew so fiercely that there was no one to say, “I have no one to speak to,” he said. “That is how you say that a child is going to say that to a child, but he is not going to tell a lie, and he is trying to tell a lie. That is how he says to God, “I am not going to go there to look for him, but I am having a child to give birth to his wife.”",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report provided does not contain clear or interpretable injury information — it appears to be a mistranslation, garbled text, or unrelated narrative content. No injury type, victim, mechanism, or location can be identified from this report. If someone has been injured, please keep them calm, still, and comfortable while help is sought. Go to the nearest health facility immediately.",,,,
52,ndaa ka yɛligu koligu daa nyɛ ka n ti bɔri sɔŋzoliŋ nsirim bela apiɛhibia o gbini koo kpɔŋnuu koom puɣo o daa nyɛ koomtali ka ti bɔri o tuɣo ka ti tuɣɔ kao maa nyɛla ka o ti soli zoliŋ ka o daŋindi ni o pam daa nyɛ ka bɔn daa kpɛhi ni yaha ka a nyɛ ka ka kuli daa koli ŋun pam apiɛhi bee ka ni o yɛligunoo yɛligu yɛligu ka a yi bɔrigu yɛli din o ti ŋani ŋani soli ndaa yifiri sɔŋ zoliŋ ka o nyɛla ka daakuli maa yɛligu daa yɛli daa n yɛla maa mi m bini apiɛhi yɔɣu nti bɔri ni,"there was a big thing that I wanted for a whole island, but it was not because he was hungry and we were looking for him and he was hungry and because he was going to the market, he was trying so hard that he could find one and only if you could see the man who was putting a lot of money on him, so that you could say what he said about the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man and the woman had a problem with the man who had a problem with the man who had a problem with the man who had a problem with the man who was a problem with the man who had a problem with the man who had a problem with the man who was a problem with the man who was a problem with the man who had a problem with the man who was a problem with the man who was a problem with the man who was a problem with the man who was the man who was the man who was the man who was the man who was the man who was the man who was the man who was the man who was the man who",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report submitted does not contain clear or coherent information about an injury event, and no structured details could be extracted. If someone has been injured, please keep them calm, still, and comfortable while help is sought. Do not move the person unnecessarily, especially if a fall, road accident, or trauma to the head or spine is suspected. Ensure the person is breathing and that any visible bleeding is controlled by applying firm, clean pressure to the wound. Go to the nearest health facility immediately.",,,,
53,ndaa kul bi nyɛ yɛligu ka o tiko ka daa so lan yɛli zaa bia din be kalan din gbeya ka o gbini din nya wuhim din beetali yɛm zaa ni nab biɛla ajua o gbini yili ŋun buri ka ŋmani din be ka yili ŋun palli ka o ti kpiɔŋla n yɛla ɛh o nyɛla dabinya daa o nuu gbani shɛli k yɛligu daa ka o yɛri din saa o tiri o nuu shɛli nnyɛ emefa nnaɣili kanima o mabia ka n nyɛ o din wuhibubo ndaa yi maa sɔŋ ka ka bela yɛligu daa yi ti ka bi ka pam,he had no other say than that he told a child who was in a bad mood and who was in a bad mood and who was in a bad mood and in a bad mood he looked like one who is in a bad mood and who is in a bad mood and who says that he is a bad spirit in his eyes and who says that he is a bad spirit in his brother’s eyes and I am also in a bad mood.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report provided does not contain enough clear information to identify a specific injury or medical emergency. If someone near you is hurt or unwell, keep them calm, safe, and comfortable while help is sought. Do not leave an injured or distressed person alone. Go to the nearest health facility immediately.",,,,
54,alo nyɔɣi ramatu m bi yɛligu nzo o yɛla bee din kul tama li yɛndi nyaŋ zuɣu saviligu doo zuhila bɛ yini asari o bi ka doo zuɣu nnyaɣi posi din bi nyaŋ doo o bee bee o bee kum ntuɣisi posi bɛ kaa zuɣu o bi tuɣisibu ni posi yini gbini chaŋ nka ka o diɣindi zuɣu paai o laa ntib o maa o tiŋ zuɣu nyɔɣi ma amaa o na o diɣindi yɛligu daa ka o nali nyuma bi ti gulli o diidie ntoli ka niiba asari din nyaŋ doo ni ka o bee chɛ maa ni nzo bɛ yɛla pam ndaa firi ambulanchi o maa naa bo o tiŋ yɛligu nnaa bɔɣ o,"an oribi hasn't told me about him or about what is going on in the past, because a man has been set free so that he doesn't come to an end and he is not ashamed of what he doesn't say or what he doesn't say or what he doesn't say or what he says, that he doesn't love, or that he doesn't care about what he doesn't say or what he doesn't like, that he doesn't care about what he doesn't like or what he doesn't like or what he doesn't like or what he doesn't like or what he doesn't like or what he doesn't like or what he doesn't like or what he doesn't like or what he doesn't like or what he doesn't like or what he doesn't like or what he doesn't like or what he doesn't like or what he doesn't love.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report submitted does not contain any identifiable injury information, medical details, or location data that can be used for injury surveillance or first aid guidance. It is possible the translation was corrupted, incomplete, or the message was not an injury report. Please re-submit the report with clearer details about what happened, who was injured, and where the incident occurred. Go to the nearest health facility immediately.",,,,
55,n daa m bee yɛni n goli achidɛnt din kɔɣa ka ŋuni kapekuas n naɣinli bɛla afia o atahidio nyaŋ zuɣu kpɛti marikɛt digalana o nyɛ biɛla wula o sipiayi bee pia ata ka ni di kɔɣ ka o yɛligu daa o nyugbun diɣa ka ziim bichim u ŋun zuɣu amaa o ŋani ka o busiri maan nyɛ alhasan mini di maa bɔri la yɛligu barika o ma o nini kana o kɔŋ o daɣim ka bɛ nyari kaa ka bɛ di o kpe oli ni,I was or was going to go to the other end of the guinea corn that was planted so that there was a hundred yen and a hundred yen and three yen and three yen and three yen and three and three and three and three and three and three and three and three and so that his word may be applied to him who is guilty of murder but on his part he is guilty of murder.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report provided does not contain clear or interpretable information about an injury or medical emergency. If someone has been hurt, keep them calm, still, and comfortable while help is sought. Do not move them unnecessarily, especially if a head, neck, or back injury is suspected. Go to the nearest health facility immediately.",,,,
56,alo n daa sɔŋ maa mpeo asante kaɣi diniu ko dɔri maa ahinkro nyaŋkpɛmdo ka a yɛligu paai o bia din o pɔɣibu ata awee wala pia ka o tiŋ yɛligu paai paai o tiŋgbe ka ziim bee o paai mi ni ngbuŋ o kɔmbo ni bɛ soli tuma ka bɛ nyɛ binaa daa bi di ndaa yi sɔŋ maa ni shɛli bo o bi zɔ ti kana di ka yɛligu kpɛm beeo yi wa ni viɛla,"the child's father-in-law, whose father-in-law was speaking to him on the other hand, on the one hand, on the other hand, on the other hand, on the one hand, on the other hand, on the other hand, on the other hand, on the one hand, on the other hand, on the other hand, on the other hand, on the other hand, on the other hand, on the other hand, on the other hand, on the other hand, on the other hand, on the first day.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report provided does not contain enough clear information to identify an injury type, mechanism, or victim details. If someone has been injured, keep the person calm, still, and comfortable while help is sought. Do not move the person unnecessarily, especially if a head, neck, or back injury is suspected. Monitor their breathing and level of consciousness closely. Go to the nearest health facility immediately.",,,,
57,alo n daa m bela o fɔri o zuɣu ziŋbu o yɛsili kɔŋ tamali ka ti yili ŋɔ o bi kom kpiɔŋ saɣimdina ka komnim di ŋɔ yɛni o chɛbu o diɣindi ni o pam niŋ ka a yɛligu kul chɛ paai ka o niŋ gbo yɛsiri bala ni bee yɛligu paai ndin yɛl kɔfi nyi o ba biɛla ŋɔ bee diridiri ka o nɔri paai be ŋin maa m bɔri gbara ka bɔri yɛta ka ti soli ti tioi nyɛla yili baa ti tuŋ o ma ka ti yili ŋɔ bala,"while he was still being accused of cheating on his head and on account of his death, he did not have the courage to go to such a place and he was bound to do so in so much that what you said could only be true or he could have had a conversation with his father or with his son or with his son-in-law and he was just as close to them as possible and we were looking for a place where we could be the owner of the house and then we could be the owner of the house and we could be the owner of the house and we could be the owner of the house and we could be the owner of our house.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report submitted does not contain identifiable injury information and appears to be an unrelated or garbled text. No injury type, mechanism, victim details, or location can be determined from this report. Please resubmit a clear description of the incident, including what happened, who was injured, and where the injury occurred. Go to the nearest health facility immediately.",,,,
63,n daa ŋɔ bɛ tiŋkɔŋa buaso ka m bɔriko n yɛ nyɛla n yuli din bi o fɔri m beya ni yɛli dabi ŋun puɣiba yuli din bi na adide a boboya a kpiŋ o nyaŋ zuɣu ka o gbini ku zaɣa zaɣa o ti kpaha o ŋun nyaa ka o yɛliko ŋun yɛlig o amaa o nyɛ o maa ni zoli ka o gbilim yɛla biɛla biɛla ka nyɛla ka bom paɣa adaa amaa o bɔri so bala ka o kpaha o ŋun nyaa zuɣu ni ti sɔŋ o wula,I was there three times and I wanted to be my name which he didn't say to my daughter-in-law to say to a man who doesn't have sex with her that you didn't have intercourse with her and she didn't have intercourse with him and she didn't have intercourse with him and she didn't say to him who had spoken to him but he was in a confused mood and so he looked for someone to help him.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report provided does not contain clear or interpretable information about an injury event. No injury type, mechanism, or victim details can be determined from this text. If someone is injured or in distress, keep them calm, safe, and comfortable while awaiting help. Go to the nearest health facility immediately.",,,,
64,m bela amo o be nsɔŋ ma tuma koŋ nyili ka la yɛndi o nuu gbe dɔɣim ka zaa o li nyu ka ka toori kɔŋ bee tuma pam naa la o kpali ka ka nyu kada yɛli zaa nyu biɛla dila ŋun kaa yɛli zaa nnyɛ idam mbɔri dii la nnaanyiɣila din kpiɔŋni o nyɛ alaafee ka dini bi zɔɣim o bala amaa o ziim bee la na a zoli,"I am by his help that I may go hungry while he is preparing a lot of sunds, and he drinks all the bush-burning and so on, and so on, and a little more water and a little alcohol and a man who has not said that he should not be ashamed of himself and be ashamed of himself and not be ashamed of him but his blood or your blood is on your side.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report provided does not contain enough clear information to identify a specific injury or medical emergency. If someone is injured or unwell, keep them calm, still, and comfortable while help is sought. Do not give food, alcohol, or any substances to an injured person. Go to the nearest health facility immediately.",,,,
65,alo ndaa n firi chaŋ ka bia biɛla muni tari o gba chaŋ ka zilinli kpihi o ka n bɛr o daa ti bikin tampo gari nyaŋ so o bee kumasi ka o yibu o zaa danni zilinli kpahigu o diɣindi ni pam so yaa bia doli piini ayɔbu kɔbihi o niŋ o so yɛligu daa niŋ pihilinaa abee ka o gbini ka o niŋ o doo so gbani ka n pam yɛligu o bɔri o bee so yɛla ka o diri yɛli ka naawuni sɔŋ maa be isi o naayilipo ka n bi ni o yibu o din amaa ti bɔri nnyɛla yɛla bia ti ni diɣim nyɛla yili ka ti be ka tini nyɛ ka ti naɣi din,"when I went to see a little child who was also brought up by his body, I bound him with a rope and tied him with a rope, and, indeed, his whole body was covered with mud and laid out in the mud, so that someone should come and measure the height of the six hundred and the height of the number of the number of the six, the height of the number of the six, the height of the number of the names of the names of the names of the names of names, and the height of the names of the names of the names of names, and the heights of the names of the names of names, and the heights of the names of the names of the names of names, and the heights of the names of the names of the names of the names of names, and the heights of the names of the names of the names of names of names, and the heights of the names of the names of the names of names of names, and the heights of the names of the names of the names of the names of the names of the names of names, and the names of the names of the names of the names of the names of the names of the names of names, and the names of the names of the names of the names of the names of the names of the names of the names of the names of the names of names of the names of the names of the names of the names of names of the names of the names of names of the names of names of the names of the names of names on the names of names of the names of names of names of the names of names of the names of names of the names of the names of names of the names of names of the names of names of the names of names of the names of the names that were found on the names of most important, and the names of the names of these, and the names of the names of the names of the names of these, and the names of the names of the names of the names of these, and the names of the names of the names of the names of the names of the names of the names of the names of the names that were",drowning,child found submerged and covered in mud,severe,multiple,unknown,child,unknown,"A child has been found unresponsive and covered in mud, which may indicate a drowning or submersion incident — this is a life-threatening emergency. Do not leave the child alone; keep them warm and lying on their side (recovery position) if they are breathing, to prevent choking on water or mud. If the child is not breathing and you are trained in CPR, begin chest compressions and rescue breaths immediately. Do not attempt to shake or restrain the child forcefully. Go to the nearest health facility immediately.",,,,
68,n daa m bee yini n yɛli ŋun diri maa nyɛla yɛndi m pam nyɛla asari o kpɛma kuli o nuu ka din ka be o yili din o wuli o nuu ka yɛligu sɔhim daa o nuu bɔɣim bɔri n yuli din o wusu nti nya o kani ka n vi yiŋ yɔhim din mɔɣi din bee yɛla nnyɛ din o nuu yɛla o be wunibo amaa o nuu yɛligu o daa sɔhim o kpaŋ o nuu nya yi yiŋ kuli kun sɔŋ bela nyɛli yi o bɔri din o mɔ,I or one thing I said to the person I was thinking was his senior brother-in-law and he was in the house of his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report received does not contain enough clear information to identify an injury, mechanism, or victim details. If someone has been hurt, keep them calm, still, and comfortable while help is sought. Do not move the person unnecessarily, especially if a head, neck, or back injury is possible. Try to provide a clearer report including what happened, where, and who was injured. Go to the nearest health facility immediately.",,,,
69,alo nyɛ maa n yɔɣila dila m bi yeni nfiri sɔŋ maa ka n sab achidan din kpɛŋ ka kapikuasma sɔbibu yɔɣi kpodo o ti biɛla daa o wuhiri din o bi karili pia awee wo pia ayi lannaŋ toturi gbin o nyaŋ zuu o tiŋ yɛligu ka kaziim bee o daa o tiŋkpɛmtɔɣim k o yɛli ka o tiŋ yɛligu o puuni daa amaa o soli daa o bi yɛlibu la timaŋa o chɛ nyaŋnuu o gbaŋba dir o sibu ndaa ti bɔri sɔŋ ti bɔri din ti bɔri di ti bi biɛrisi din ti bɔr o bɔr la wala o bɔro dee nyɛla yilla nɔŋ yi maa sɔŋdoo,"as a matter of urgency I am not going to get rid of the house and I am going to write down the hard hard-pressed roof of the house and write down the little that the carpenter had given him, so he showed him what he had no choice but to put his hand through his hand to look for the fruit he had got but on the other side of the road and put it on his shoulder so that he could see whether it was just that he wanted something to look for its fruit and mark it well that the love of yours wouldn't be that of yours.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report submitted does not contain clear or interpretable information about an injury event. No specific injury type, mechanism, victim, or location could be identified from the text provided. If someone has been injured, please keep the person calm, still, and comfortable while awaiting help. Do not move them unnecessarily, especially if a head, neck, or back injury is suspected. Go to the nearest health facility immediately.",,,,
71,ndaa m biyeni nyɛli yin actudɛnt din kɔhi ka gbari ŋ kana navuriŋɔ n yuli la muni tari ka n fira yin nyaba asari tuma shɛri tahi din kpiŋ o nyaŋ zuu ka di ka bi nyaaŋa daa o nyɛ taɣim o bi kul yɛligu diŋ amaa o tiŋ yɛligu daa ka o nyɛ ka yɛligu bi o ŋɔ ti nyɛ yintaŋka doo di nyɛ o ti gboyiɣu daa puɣim bi amaa ka tiŋkum kɔri amaa ti bɔrila ka dɔɣi ti nyɛ o ka di di sɔŋ ka nyɛ akul taɣimbi,"my father-in-law is a man who has been killed and has been killed in the name of my name and I have thrown out some of the things that were on his side and it has not come to his aid. he didn't say such a thing that he didn't say such a thing that he didn't say that a man should not commit adultery, but a man whose father-in-law is a man whose father-in-law is a man whose father-in-law is a man whose father-in-law is a man who takes care of his father-in-law and takes care of his father-in-law and mother-in-law and mother-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father-in-law and father",unknown,unknown,unknown,unknown,male,elderly,unknown,"This report is unclear and does not contain enough information to determine what injury or medical emergency has occurred. If someone near you is seriously hurt or unwell, keep them calm, still, and comfortable while help is sought. Do not move an injured person unless they are in immediate danger. Go to the nearest health facility immediately.",,,,
73,n daa m be yini n tuma yɛla bin kɔhikuɣa bɛ paɣ yo mankɛsim doo kumasikapikɔs nyaŋ so n yi yɛla nteoi vida ka bɛ paɣis o yɛla nti abubakar o bee pia anu wala pia ayɔbu bi o zuɣu o kpɛŋpamnim bin bee nyaŋ doo so ngbeya o kpɛŋ kum pam wala niŋbindali k daa zɔŋ pam kunti biɛla bin bee shɛli o daa gol o suɣiri o tuma yuliya ŋɔ naawuni pɔŋa ka ka o nuu gbini din bimba bee ŋɔ o suɣiri naga o nuu bee toobu ka o zoli o ni lalibu miri m bɔri la dɔɣi ti wala nindaa naŋdi pahi o din suŋ o wuhiri o ŋɔ o tuma ŋɔ zaŋ ka o nyɛla,"I was there about my work in the olden days when they gave me counsel on how to fix a problem or about how much money he or she had, whether he was six or six or fourteen years old, or about his superiors or about his master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master’s master.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"No clear injury details could be identified from this report. If someone has been injured, keep them calm, still, and comfortable while help is sought. Do not move them unnecessarily, especially if a head, neck, or back injury is suspected. Monitor their breathing and level of consciousness closely. Go to the nearest health facility immediately.",,,,
74,ndaa atidɛnti bi kpɛŋ takuradi kapikus nyaŋso anumabo daɣi diri m biela o yili salom kaa ŋmee o bi yini piɛhi saha o gbini nyaŋ so o ŋun ni o ŋun tirigili gbɛrigu kpɛŋ o daa na aziim geeya o ŋun la amaa o nya piibu ni o gbara zaɣibu nyili akosua m bi nyaŋ so nnyɛ o kakpɛŋ daa ninsalimba chɛŋ o daɣi diɣa mbɔri suŋ yi wa nyin kpiɛŋ maa dɔɣi ti ni o nyɛ biɛla la aye,Asamoah didn't go into the window until six o'clock and then he took his first son and cut some of his hair in the eye and put some of his hair on his head and wiped some of the hair on his head and put some of the hair on his head and put some of the hair on his head and wiped some of the hair on his head and wiped some of the hair on his head.,unknown,unknown,unknown,unknown,male,child,unknown,"This report is unclear and does not contain enough detail to determine what injury occurred or how serious it may be. If a child has been hurt, keep them calm, still, and comfortable while you assess the situation. Do not attempt to remove any foreign objects from the eye or any wound without proper medical guidance. Go to the nearest health facility immediately.",,,,
75,alo n yɛligu din bi maami mbe kuri ka n yɛli yɛla bansiba wula din naɣi kini timpu kɔhigu nyaŋ din bee tamali nindaana din yɛligu din be wula o yɛligu din be wuri do ni bi doli na o naagbe o so ŋunkɔhigu ni kpe o kutɔrinsi o kpɛma ka o bi tɔɣi ka o ni di o gbini ka o bi ŋani doo ziim bee o ŋunkɔhigu ni ndaa yɛla ni ka yɛka yɛligu o bɔrila sɔŋ ziezie agara din na o bɔhim yɛligu,"another thing I have said doesn't really make sense in the olden days, but I have spoken out in the olden days in the olden days in the olden days in the olden days in the olden days, in the olden days, in the olden days, in the olden days, in the olden days, in the olden days and in the early days.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"No clear injury information could be identified from this report. If someone has been injured, keep them calm, still, and comfortable while help is sought. Do not move them unnecessarily, especially if a head, neck, or back injury is suspected. Monitor their breathing and level of consciousness closely. Go to the nearest health facility immediately.",,,,
