id,asr_transcript
102,ofai ni sɔmetiŋ hapentis afternun fɔ bauku rod nea zebila oblɛbii araba tipatruk binɔk nɔbi wɔ o okɛ kpee shishi tsɛ obumɔŋwɛi otsɔ fegraund oba oni lɛ oshi kɛ oyɛ kasa abakutsi kakrabi wɔ nɔ shi aba ehi nɔ wɔ o ninek shishi obumɔŋwɛi shitso hapen ofai ni yɛ fɛŋ bi aba ewɔ nɔ ebai tsek nɔ kakrabi araba nyɛ oblɛ kakra ye miife yɛ kɛ tsaŋses
104,ofainei mɛwɔ aktsident report enibaa wɔ yɛndiseniɔ hãi strɔɔ nyɛmlije isa na sudent beyɛ dela prajia tswɛ shi wɔstrɔɔ entrase ni obumɔ wɔhã fe otsɛ obaaho lɛ oshie oblɛ nyɛnagbɔlɛ yɛ nyɛnagbɔɔ ehi mi bɔ oni lɛ shwɛ etsɔtsɔ kɛ bo ŋɔbii ji obatswɛ wɔ hã na onipa bɛ ni nibo wiemɔ lɛ tsɔŋ
105,ofaine mi diŋ bi apɛia mifrɛ aba winebaseniɔ hãistroɔ yɛ minubaaŋ naa dedei oshwɛ kɛ staikasi ni wɔ domitoi blɔ faako ebumɔ obuoo ŋwɛi ko step ejɛ zuo oni lɛ kɛ okaŋbi enyɛgbɛo kɛ otsɛŋ gboŋ nek ni ehi kakra enimɔ nyɛ kɛkɛ fofoiɔ kɛye ehii sɛ yɛ ni nyɛsrɛ
106,ofai ne mɛtso fɔnibi frɛŋ shikpɔŋ yɛ kɛ shibi oshɛdokɛ lɛ oshe ni hapeŋ wɔ hoo senior hãi strol nyɛyakubuu mɛhe tiatsɛ wɔ strool bi ni wɔstro ko klinam bomɔ bi oheto kɔŋpɔŋ bi shi dini hã saul bus biil va sɛfe kɛ obomɔ oŋmɛibumɔ fe wɔ graund bi jɛkɛtoo nyɛŋ ohomɔ lɛ kɛ lɛ she wɔfrɛ onyɛnamɛbi oni nimɔgbɛ pɛpɛ oni respondoo shwɛ etsɔtsɔ oŋmɛi shi ofai ne yɛ hiɛ help omli kɛ lɛ bomɔ bi lɛ kɛ situation bi shikpɔŋ yɛ
107,ofaine mibɔ frɛ eba debinyɛ femalɛ student oshi okadaklii bɔ ehã usa kampus main gate kɛ miijɛ amoa mibɔ lekture hã eye yaaa yɛ wɔ frɛsyaa student oshi biɛ kɛ enɔ kpeeshi lɛ wɔ lektures yɛ fii shikpɔŋ okadaridaklii bo shigbɔ ebumɔ eye ŋmɛi bofe tete grɔŋ shi tsaalɛnimɔ gbeoo oshi kasa nɔ eŋmɛi blaagbɛŋ bogboŋ kakrã eye shwɛ etsotso kakraŋwɛi shi kɛ enyaahii kɛkɛ bo enaa too badɔ
108,ɔfai nɛ mɛshĩa repot bii ni do fe hã kaperkoas universiti ni yɛ mɔ ni wɔ mi sulemana ekɛ drɔŋ ni suimii pɔɔ lɛ wɔ shishi afte nɔ ebumɔ pɔɔ lɛ shi kɛnaadɛŋ wɔ bii ebumɔ dɔŋ wɔ mlɔmɔ mli enyɛ serios bebele o kɛ mi lɛ misuɔ ni dokto biinaaba lɛ ŋtsek sulemana
110,ofainɛ mitsɔ foni bi frɛ wo nii ama shikpɔŋ bɔ ehi naŋ ni etso lɛ aftenɔ wɔɔ tɛhe amas hã kumasi yɛ lɛ sientelab shi yɛ praktikal nam bunsen buona kɛ eheɔ eko ni oto nii ama gbɔ enyo di paulo bɔ ni lɛ lowa patforim shi yɛ praktikal nam bunsen bonɛ kɛ ehe ni selon bi nyɛmi yɛ lɛ la mates mifee sho yɛ ni ni yɛ do aniŋtsoo ni ahã ni lɛ klinik eŋ so yɛ ni ba ni na ni
111,ɔfai ni mitsɛ yɛ kuma sii akademi nyɛjiŋbi wiredu bɔ bi ko kɛ braktimei atsɛwani ahi mlibitsiklɛsi spot blɔ kɛŋklɛŋ na akɛ avɔideyats ota ehã wɔ na afia bumo eji gbɔ wɔfe wiemɔ enyɛmi lɛ oni lɛ naŋ etoo kɛ gbɔnɔ shi sɔlɛnawanitremove nɔ ehii mi eko wɔsɔŋnifratorio kɛ wɔfe ni onii bi wɔa jejetsɛk nɔ
112,ɔfai nɛ mɛdiŋ bi isa mitsɛ fe adisadel kɔlɛgeshi kaperkoas ahasaŋ obeŋfe tɔŋŋ ni drɔpiŋ tahikɔŋŋ kaa fofoi bui taki nɔ kɛ adisadel gatekɔ ko obumɔ nimfainaonikawasɛɛ kakala ni yɛlɛɛ
114,otonyɛnawɔ abɛnaaa student yɛ fɛi ni etsɔko kaa park o eninɛreŋ blɔ ko ako kampus bus bi eboɔ nɛ wɔ ete onii obomɔŋmɛi o mikãa wiemɔ wɔ graŋ ko feshwɛi tsɛtsɛ susu kut kakra nɛ onyɛnɛnelɔ ehi nɛ ashi oni lɛ eŋmɔŋ ekomi yɛ be sekɛ yɛ jio hospital ako doktor betseko kɛ eko
115,ofai ni mifra shikpɔŋ hilobo akɛ mɛhe ni dɔŋ lɛ navorɔŋɔ seni hãi shɔɔ nyɛmijɛŋ yɛ abɛ naa miyɛ tiatsa sɔɔl nimai tenansepikup nɔ tsɛkokoŋpɔŋ iŋ ako wɔshɔ fe na ekpee fusɛi nii oyɛ pe tiatsa bɔ mli eso ebe okpa enyɛmi lɛ enimɔgbɛɔ o kɛni gboo yɛ ehi nɔ na brise dɔŋ lɛ aba  oshie lɛ ko hã na anaa kɛ yɛ akɛ ebawɔ aŋɔnɔ ehiatsɛ onimɔ ehii mli ɔ
116,ni amɛmiyɛ kwa bɛna mɛyɛ student wɔ opoku warɛstsɔɔ kumasii ekɔŋbɔ fetee home ekonomiks praktikal yɛŋ wɔ klas obiŋmɛ ni bafɔɔ akide ni obutu hotpot bi pot kɛbayɛ wɔ faa ni heat nɔ sii ofe shɛt ashini efii ni bone shi mi enyɛ serios bebree skiŋ nɔ kɛkɛ yɛ red kɛ raul kakra nɛ onyɛ nyɛ oble enyɛ koŋkoŋ eko wɔ yɛ wore tiatsɛ nɔ yaa mi ofai nɛ mɛba repot an straik awai
121,ofai ni sometiŋ hapen fɔ o domitroi here fɔ weslɛ gels na mitsɛ report yi mɛdiŋde ji fa milɛ sami haus o oatsowaja oge o awayarea ji kɛ efua tsa lɛ eni okai o odo somebɔdifi ni na eta lɛ efua o
122,ofai nɛ bɔ ekomɛ ni ehiɛ fe bi lɛ prempei kɔlɛgɛ hã kuma si miyɛ asante student bi tsalɛmifren kojɔ laitot biiotsɔ otsɛ ofeebak waamli niogba shi gbɔhuokpɔ ko ni kaao ni nihii nɔ kɛ onyɛmigbɔgbɔofatorfe ofai nɛ obiara hã tɛ a
123,ofai nɛ mɛbishɛ wɔwɔ bii kɛ ehii wɔ haus ni wɔ universiti ɔf hana legon he minyɛ nii amar mɛnyɛfinal yaa student seniɔ student bi wɔ initiate debibi ebrahim nai shipero wɔ bɔ ni shi kɛgbɔ kokoko ko nai se oblɛ ni yɛ bent ova oni tumi gbɔ kɛ straito kɛ onishe kɛ nihiii shi kɛ otehomo mɛkɛgbaaa shi naa wɔ blɛ mɛstɔp wɔ tsalɛ kɛ debi ni lɛ ehĩãa doktɔ sɛɛ shishibi lɛ te yɛ rɔnii shi
124,ofaine mɛromate sewa ebumɔfaint lɛ yi rombi mli ashesi universiti ebumɔgbɛ naano ŋwɛi bi shi ebu des bi ejɛ dowɔ oni lɛ nɔŋ kɛ bekonfused nɔ fe naaano nek bihii ni yɛ ehams preparasion kɛ ni mli jaa oblɛ emifod osleb akɛ dais fe mɛhiɛŋ bɔ ni yɛ sɛɛ enyɛ amɛ kut bi wɔ ŋwɛi shwɛtsɔtsɔ lɛ mba naa ni ba shi mɛyɛ ŋshira mɛyɛ romate bi ofaine na wɔbi jeko kɛ nitsalɛ
84,heloo ofaŋ nɛ mifra lɛ atidɛnt bi kɛ oshɔ akra kapekoas road lɛ sɔme ohere wi nɛbaside he mina awea kuaa otsotrotrobi kaa bibu mɔgbɛ ehii nii kɛ ogboɔ ohe ogboɔ ni srɔlɛm kɛ otsi fe gbɔɔ lɛ yɛɔo obii oblɛ maibe nineti yaas kɛ wɔni ase road jide lɛ he nɔŋ boa ni oshɔ mi nii mibe lɛ ni oshɔ duanɛ nɔŋmɔ mifra akɛ enɛ wɔ otsĩa oshi nii nɔm bɛ ateŋtoni ofai nɛ frɛ amblansɛmli be osɔ he
86,igifti kaa bumɔ ni takwa he fie wɔ shishi ogbɔmɔ ni na kaa bumɔ ni ehii ni toobi bɔɔ wɔ brakmo nashwɛ tsotso pɛpɛ too mamiinyɛkwa bɛna omigraŋtsɔŋ ojekoɔ enyɛmi okoo otsitsimina ehii ni ewiemɔ shi yɛ sɔ ni toobi ofai nɛ frɛ ambulante yi shi kɛbɔ mii
118,heloo minyɛ naa shwɔ mɛi mifrɛ shenaa akɔkɔ ji aksident abawɔ bolgataŋa senior haistɔɔ obinɔ stail kase ji obumɔ obi fe oparfloɔ dɔmitroi blɔk ji oko step kɛ obumɔ nɔ eshi kɛ side kɛ bak ji gbɛ oni lɛ otumikasa kɛni hii owɔ rips ji lɛ ehii mianɔ gbiwɔ kɛ obishe brate dip nɔ oho lɛ otumi o mɛbɔ oshi kɛ waa ji kɛ amɛmii kɛ oshe oho amɛtuts lɛ owɔ plase lɛ ji oni wints gbɛ tsalɛ frɛ ambulaŋtseso bua mi
